Week;Terminal_origen;recogidas;productoMaestro
2019-08-02;Cienaga;111;Mercancia
2019-08-02;Cienaga;81;Paquetes 1-2
2019-08-02;Cienaga;16;Paqueteo 3-5
2019-08-02;Cucuta;619;Paquetes 1-2
2019-08-02;Cucuta;283;Mercancia
2019-08-02;Cucuta;92;Paqueteo 3-5
2019-08-02;Cucuta;75;Mensajeria
2019-08-02;Ibague;220;Mercancia
2019-08-02;Ibague;94;Mensajeria
2019-08-02;Ibague;75;Paquetes 1-2
2019-08-02;Ibague;21;Paqueteo 3-5
2019-08-02;Manizales;482;Mercancia
2019-08-02;Manizales;96;Mensajeria
2019-08-02;Manizales;60;Paquetes 1-2
2019-08-02;Manizales;10;Paqueteo 3-5
2019-08-02;Medellin;12761;Mercancia
2019-08-02;Medellin;4591;Paquetes 1-2
2019-08-02;Medellin;2129;Mensajeria
2019-08-02;Medellin;870;Paqueteo 3-5
2019-08-02;Neiva;126;Mercancia
2019-08-02;Neiva;73;Mensajeria
2019-08-02;Neiva;22;Paquetes 1-2
2019-08-02;Neiva;8;Paqueteo 3-5
2019-08-02;Pasto;136;Mercancia
2019-08-02;Pasto;50;Mensajeria
2019-08-02;Pasto;34;Paquetes 1-2
2019-08-02;Pasto;26;Paqueteo 3-5
2019-08-02;Pereira;1691;Mercancia
2019-08-02;Pereira;425;Mensajeria
2019-08-02;Pereira;236;Paquetes 1-2
2019-08-02;Pereira;66;Paqueteo 3-5
2019-08-02;Sincelejo;245;Mensajeria
2019-08-02;Sincelejo;225;Mercancia
2019-08-02;Sincelejo;108;Paquetes 1-2
2019-08-02;Sincelejo;35;Paqueteo 3-5
2019-08-02;Turbaco;1634;Mercancia
2019-08-02;Turbaco;242;Mensajeria
2019-08-02;Turbaco;116;Paquetes 1-2
2019-08-02;Turbaco;43;Paqueteo 3-5
2019-08-02;Yumbo;8545;Mercancia
2019-08-02;Yumbo;871;Paquetes 1-2
2019-08-02;Yumbo;869;Mensajeria
2019-08-02;Yumbo;409;Paqueteo 3-5
2019-08-01;Barranquilla;2198;Mercancia
2019-08-01;Barranquilla;553;Mensajeria
2019-08-01;Barranquilla;511;Paquetes 1-2
2019-08-01;Barranquilla;206;Paqueteo 3-5
2019-08-01;Bogota;24636;Mercancia
2019-08-01;Bogota;5519;Paquetes 1-2
2019-08-01;Bogota;1972;Mensajeria
2019-08-01;Bogota;1432;Paqueteo 3-5
2019-08-01;Bosconia;176;Mercancia
2019-08-01;Bosconia;42;Mensajeria
2019-08-01;Bosconia;18;Paquetes 1-2
2019-08-01;Bosconia;11;Paqueteo 3-5
2019-08-01;Bucaramanga;735;Mercancia
2019-08-01;Bucaramanga;314;Mensajeria
2019-08-01;Bucaramanga;236;Paquetes 1-2
2019-08-01;Bucaramanga;99;Paqueteo 3-5
2019-08-01;Cienaga;123;Mercancia
2019-08-01;Cienaga;99;Mensajeria
2019-08-01;Cienaga;66;Paquetes 1-2
2019-08-01;Cienaga;26;Paqueteo 3-5
2019-08-01;Cucuta;714;Paquetes 1-2
2019-08-01;Cucuta;209;Mercancia
2019-08-01;Cucuta;85;Paqueteo 3-5
2019-08-01;Cucuta;79;Mensajeria
2019-08-01;Ibague;215;Mercancia
2019-08-01;Ibague;103;Mensajeria
2019-08-01;Ibague;56;Paquetes 1-2
2019-08-01;Ibague;11;Paqueteo 3-5
2019-08-01;Manizales;582;Mercancia
2019-08-01;Manizales;98;Mensajeria
2019-08-01;Manizales;39;Paquetes 1-2
2019-08-01;Manizales;8;Paqueteo 3-5
2019-08-01;Medellin;12895;Mercancia
2019-08-01;Medellin;4516;Paquetes 1-2
2019-08-01;Medellin;1586;Mensajeria
2019-08-01;Medellin;831;Paqueteo 3-5
2019-08-01;Neiva;105;Mercancia
2019-08-01;Neiva;68;Mensajeria
2019-08-01;Neiva;12;Paquetes 1-2
2019-08-01;Neiva;3;Paqueteo 3-5
2019-08-01;Pasto;113;Mercancia
2019-08-01;Pasto;90;Mensajeria
2019-08-01;Pasto;24;Paquetes 1-2
2019-08-01;Pasto;4;Paqueteo 3-5
2019-08-01;Pereira;2152;Mercancia
2019-08-01;Pereira;307;Mensajeria
2019-08-01;Pereira;190;Paquetes 1-2
2019-08-01;Pereira;55;Paqueteo 3-5
2019-08-01;Sincelejo;271;Mercancia
2019-08-01;Sincelejo;244;Mensajeria
2019-08-01;Sincelejo;135;Paquetes 1-2
2019-08-01;Sincelejo;55;Paqueteo 3-5
2019-08-01;Turbaco;1616;Mercancia
2019-08-01;Turbaco;242;Mensajeria
2019-08-01;Turbaco;145;Paquetes 1-2
2019-08-01;Turbaco;36;Paqueteo 3-5
2019-08-01;Yumbo;7302;Mercancia
2019-08-01;Yumbo;974;Paquetes 1-2
2019-08-01;Yumbo;925;Mensajeria
2019-08-01;Yumbo;286;Paqueteo 3-5
2019-07-31;Barranquilla;1789;Mercancia
2019-07-31;Barranquilla;399;Mensajeria
2019-07-31;Barranquilla;383;Paquetes 1-2
2019-07-31;Barranquilla;135;Paqueteo 3-5
2019-07-31;Bogota;26115;Mercancia
2019-07-31;Bogota;6136;Paquetes 1-2
2019-07-31;Bogota;2073;Mensajeria
2019-07-31;Bogota;1746;Paqueteo 3-5
2019-07-31;Bosconia;143;Mercancia
2019-07-31;Bosconia;85;Mensajeria
2019-07-31;Bosconia;24;Paquetes 1-2
2019-07-31;Bosconia;12;Paqueteo 3-5
2019-07-31;Bucaramanga;756;Mercancia
2019-07-31;Bucaramanga;281;Paquetes 1-2
2019-07-31;Bucaramanga;276;Mensajeria
2019-07-31;Bucaramanga;115;Paqueteo 3-5
2019-07-31;Cienaga;35;Mercancia
2019-07-31;Cienaga;4;Mensajeria
2019-07-31;Cienaga;3;Paquetes 1-2
2019-07-31;Cienaga;1;Paqueteo 3-5
2019-07-31;Cucuta;649;Paquetes 1-2
2019-07-31;Cucuta;304;Mercancia
2019-07-31;Cucuta;127;Paqueteo 3-5
2019-07-31;Cucuta;54;Mensajeria
2019-07-31;Ibague;200;Mercancia
2019-07-31;Ibague;82;Mensajeria
2019-07-31;Ibague;79;Paquetes 1-2
2019-07-31;Ibague;18;Paqueteo 3-5
2019-07-31;Manizales;523;Mercancia
2019-07-31;Manizales;64;Mensajeria
2019-07-31;Manizales;55;Paquetes 1-2
2019-07-31;Manizales;6;Paqueteo 3-5
2019-07-31;Medellin;12192;Mercancia
2019-07-31;Medellin;6853;Paquetes 1-2
2019-07-31;Medellin;1530;Mensajeria
2019-07-31;Medellin;866;Paqueteo 3-5
2019-07-31;Neiva;274;Mercancia
2019-07-31;Neiva;72;Mensajeria
2019-07-31;Neiva;35;Paquetes 1-2
2019-07-31;Neiva;12;Paqueteo 3-5
2019-07-31;Pasto;158;Mercancia
2019-07-31;Pasto;79;Mensajeria
2019-07-31;Pasto;55;Paquetes 1-2
2019-07-31;Pasto;12;Paqueteo 3-5
2019-07-31;Pereira;1529;Mercancia
2019-07-31;Pereira;258;Mensajeria
2019-07-31;Pereira;231;Paquetes 1-2
2019-07-31;Pereira;45;Paqueteo 3-5
2019-07-31;Sincelejo;243;Mercancia
2019-07-31;Sincelejo;166;Mensajeria
2019-07-31;Sincelejo;115;Paquetes 1-2
2019-07-31;Sincelejo;53;Paqueteo 3-5
2019-07-31;Turbaco;559;Mercancia
2019-07-31;Turbaco;163;Mensajeria
2019-07-31;Turbaco;162;Paquetes 1-2
2019-07-31;Turbaco;46;Paqueteo 3-5
2019-07-31;Yumbo;9389;Mercancia
2019-07-31;Yumbo;1152;Paqueteo 3-5
2019-07-31;Yumbo;1045;Mensajeria
2019-07-31;Yumbo;1011;Paquetes 1-2
2019-07-30;Barranquilla;1989;Mercancia
2019-07-30;Barranquilla;462;Mensajeria
2019-07-30;Barranquilla;439;Paquetes 1-2
2019-07-30;Barranquilla;161;Paqueteo 3-5
2019-07-30;Bogota;23850;Mercancia
2019-07-30;Bogota;5806;Paquetes 1-2
2019-07-30;Bogota;2214;Mensajeria
2019-07-30;Bogota;2149;Paqueteo 3-5
2019-07-30;Bosconia;106;Mercancia
2019-07-30;Bosconia;31;Mensajeria
2019-07-30;Bosconia;12;Paquetes 1-2
2019-07-30;Bosconia;8;Paqueteo 3-5
2019-07-30;Bucaramanga;786;Mercancia
2019-07-30;Bucaramanga;325;Paquetes 1-2
2019-07-30;Bucaramanga;235;Mensajeria
2019-07-30;Bucaramanga;90;Paqueteo 3-5
2019-07-30;Cienaga;205;Mercancia
2019-07-30;Cienaga;91;Mensajeria
2019-07-30;Cienaga;40;Paquetes 1-2
2019-07-30;Cienaga;12;Paqueteo 3-5
2019-07-30;Cucuta;629;Paquetes 1-2
2019-07-30;Cucuta;247;Mercancia
2019-07-30;Cucuta;105;Paqueteo 3-5
2019-07-30;Cucuta;72;Mensajeria
2019-07-30;Ibague;230;Mercancia
2019-07-30;Ibague;87;Paquetes 1-2
2019-07-30;Ibague;67;Mensajeria
2019-07-30;Ibague;16;Paqueteo 3-5
2019-07-30;Manizales;727;Mercancia
2019-07-30;Manizales;75;Paquetes 1-2
2019-07-30;Manizales;68;Mensajeria
2019-07-30;Manizales;15;Paqueteo 3-5
2019-07-30;Medellin;10461;Mercancia
2019-07-30;Medellin;5609;Paquetes 1-2
2019-07-30;Medellin;1293;Mensajeria
2019-07-30;Medellin;900;Paqueteo 3-5
2019-07-30;Neiva;263;Mercancia
2019-07-30;Neiva;73;Mensajeria
2019-07-30;Neiva;22;Paquetes 1-2
2019-07-30;Neiva;1;Paqueteo 3-5
2019-07-30;Pasto;91;Mercancia
2019-07-30;Pasto;72;Mensajeria
2019-07-30;Pasto;47;Paquetes 1-2
2019-07-30;Pasto;17;Paqueteo 3-5
2019-07-30;Pereira;1718;Mercancia
2019-07-30;Pereira;272;Mensajeria
2019-07-30;Pereira;201;Paquetes 1-2
2019-07-30;Pereira;72;Paqueteo 3-5
2019-07-30;Sincelejo;434;Mensajeria
2019-07-30;Sincelejo;332;Mercancia
2019-07-30;Sincelejo;218;Paquetes 1-2
2019-07-30;Sincelejo;60;Paqueteo 3-5
2019-07-30;Turbaco;625;Mercancia
2019-07-30;Turbaco;205;Mensajeria
2019-07-30;Turbaco;141;Paquetes 1-2
2019-07-30;Turbaco;39;Paqueteo 3-5
2019-07-30;Yumbo;10886;Mercancia
2019-07-30;Yumbo;1047;Paquetes 1-2
2019-07-30;Yumbo;859;Paqueteo 3-5
2019-07-30;Yumbo;814;Mensajeria
2019-07-29;Barranquilla;1894;Mercancia
2019-07-29;Barranquilla;482;Paquetes 1-2
2019-07-29;Barranquilla;437;Mensajeria
2019-07-29;Barranquilla;203;Paqueteo 3-5
2019-07-29;Bogota;26970;Mercancia
2019-07-29;Bogota;6774;Paquetes 1-2
2019-07-29;Bogota;2214;Mensajeria
2019-07-29;Bogota;1979;Paqueteo 3-5
2019-07-29;Bosconia;2;Paquetes 1-2
2019-07-29;Bosconia;1;Mercancia
2019-07-29;Bucaramanga;777;Mercancia
2019-07-29;Bucaramanga;336;Mensajeria
2019-07-29;Bucaramanga;295;Paquetes 1-2
2019-07-29;Bucaramanga;104;Paqueteo 3-5
2019-07-29;Cienaga;76;Mensajeria
2019-07-29;Cienaga;24;Paquetes 1-2
2019-07-29;Cienaga;11;Mercancia
2019-07-29;Cienaga;4;Paqueteo 3-5
2019-07-29;Cucuta;718;Paquetes 1-2
2019-07-29;Cucuta;245;Mercancia
2019-07-29;Cucuta;90;Mensajeria
2019-07-29;Cucuta;57;Paqueteo 3-5
2019-07-29;Ibague;221;Mercancia
2019-07-29;Ibague;79;Mensajeria
2019-07-29;Ibague;64;Paquetes 1-2
2019-07-29;Ibague;17;Paqueteo 3-5
2019-07-29;Manizales;599;Mercancia
2019-07-29;Manizales;82;Mensajeria
2019-07-29;Manizales;62;Paquetes 1-2
2019-07-29;Manizales;13;Paqueteo 3-5
2019-07-29;Medellin;10995;Mercancia
2019-07-29;Medellin;6802;Paquetes 1-2
2019-07-29;Medellin;1864;Mensajeria
2019-07-29;Medellin;1083;Paqueteo 3-5
2019-07-29;Neiva;89;Mercancia
2019-07-29;Neiva;32;Mensajeria
2019-07-29;Neiva;16;Paquetes 1-2
2019-07-29;Neiva;11;Paqueteo 3-5
2019-07-29;Pasto;113;Mercancia
2019-07-29;Pasto;82;Mensajeria
2019-07-29;Pasto;55;Paquetes 1-2
2019-07-29;Pasto;14;Paqueteo 3-5
2019-07-29;Pereira;1863;Mercancia
2019-07-29;Pereira;294;Mensajeria
2019-07-29;Pereira;253;Paquetes 1-2
2019-07-29;Pereira;51;Paqueteo 3-5
2019-07-29;Sincelejo;204;Mercancia
2019-07-29;Sincelejo;38;Paquetes 1-2
2019-07-29;Sincelejo;30;Paqueteo 3-5
2019-07-29;Sincelejo;1;Mensajeria
2019-07-29;Turbaco;472;Mercancia
2019-07-29;Turbaco;290;Mensajeria
2019-07-29;Turbaco;188;Paquetes 1-2
2019-07-29;Turbaco;46;Paqueteo 3-5
2019-07-29;Yumbo;7202;Mercancia
2019-07-29;Yumbo;1039;Paquetes 1-2
2019-07-29;Yumbo;903;Mensajeria
2019-07-29;Yumbo;481;Paqueteo 3-5
2019-07-28;Barranquilla;1;Mercancia
2019-07-28;Bogota;5;Mensajeria
2019-07-28;Bosconia;90;Mercancia
2019-07-28;Bosconia;49;Mensajeria
2019-07-28;Bosconia;26;Paquetes 1-2
2019-07-28;Bosconia;10;Paqueteo 3-5
2019-07-28;Manizales;6;Mercancia
2019-07-28;Manizales;5;Paquetes 1-2
2019-07-28;Manizales;1;Mensajeria
2019-07-28;Medellin;183;Mercancia
2019-07-28;Sincelejo;41;Mensajeria
2019-07-28;Sincelejo;38;Mercancia
2019-07-28;Sincelejo;23;Paquetes 1-2
2019-07-28;Sincelejo;13;Paqueteo 3-5
2019-07-28;Yumbo;1;Mensajeria
2019-07-27;Barranquilla;845;Mercancia
2019-07-27;Barranquilla;275;Paquetes 1-2
2019-07-27;Barranquilla;265;Mensajeria
2019-07-27;Barranquilla;64;Paqueteo 3-5
2019-07-27;Bogota;15881;Mercancia
2019-07-27;Bogota;2790;Paquetes 1-2
2019-07-27;Bogota;1284;Paqueteo 3-5
2019-07-27;Bogota;554;Mensajeria
2019-07-27;Bosconia;92;Mercancia
2019-07-27;Bosconia;54;Mensajeria
2019-07-27;Bosconia;29;Paquetes 1-2
2019-07-27;Bosconia;13;Paqueteo 3-5
2019-07-27;Bucaramanga;500;Mercancia
2019-07-27;Bucaramanga;141;Mensajeria
2019-07-27;Bucaramanga;109;Paquetes 1-2
2019-07-27;Bucaramanga;58;Paqueteo 3-5
2019-07-27;Cienaga;178;Mercancia
2019-07-27;Cienaga;142;Mensajeria
2019-07-27;Cienaga;77;Paquetes 1-2
2019-07-27;Cienaga;29;Paqueteo 3-5
2019-07-27;Cucuta;570;Paquetes 1-2
2019-07-27;Cucuta;241;Mercancia
2019-07-27;Cucuta;69;Paqueteo 3-5
2019-07-27;Cucuta;62;Mensajeria
2019-07-27;Ibague;184;Mercancia
2019-07-27;Ibague;86;Mensajeria
2019-07-27;Ibague;42;Paquetes 1-2
2019-07-27;Ibague;16;Paqueteo 3-5
2019-07-27;Manizales;313;Mercancia
2019-07-27;Manizales;40;Mensajeria
2019-07-27;Manizales;38;Paquetes 1-2
2019-07-27;Manizales;10;Paqueteo 3-5
2019-07-27;Medellin;5117;Mercancia
2019-07-27;Medellin;2360;Paquetes 1-2
2019-07-27;Medellin;336;Mensajeria
2019-07-27;Medellin;311;Paqueteo 3-5
2019-07-27;Neiva;52;Mercancia
2019-07-27;Neiva;29;Mensajeria
2019-07-27;Neiva;18;Paquetes 1-2
2019-07-27;Neiva;6;Paqueteo 3-5
2019-07-27;Pasto;73;Mercancia
2019-07-27;Pasto;33;Mensajeria
2019-07-27;Pasto;16;Paquetes 1-2
2019-07-27;Pasto;6;Paqueteo 3-5
2019-07-27;Pereira;1016;Mercancia
2019-07-27;Pereira;163;Mensajeria
2019-07-27;Pereira;82;Paquetes 1-2
2019-07-27;Pereira;19;Paqueteo 3-5
2019-07-27;Sincelejo;150;Mercancia
2019-07-27;Sincelejo;121;Mensajeria
2019-07-27;Sincelejo;77;Paquetes 1-2
2019-07-27;Sincelejo;27;Paqueteo 3-5
2019-07-27;Turbaco;488;Mercancia
2019-07-27;Turbaco;119;Mensajeria
2019-07-27;Turbaco;71;Paquetes 1-2
2019-07-27;Turbaco;28;Paqueteo 3-5
2019-07-27;Yumbo;5635;Mercancia
2019-07-27;Yumbo;573;Mensajeria
2019-07-27;Yumbo;409;Paquetes 1-2
2019-07-27;Yumbo;347;Paqueteo 3-5
2019-07-26;Barranquilla;1678;Mercancia
2019-07-26;Barranquilla;521;Mensajeria
2019-07-26;Barranquilla;463;Paquetes 1-2
2019-07-26;Barranquilla;189;Paqueteo 3-5
2019-07-26;Bogota;28442;Mercancia
2019-07-26;Bogota;5535;Paquetes 1-2
2019-07-26;Bogota;2890;Paqueteo 3-5
2019-07-26;Bogota;2365;Mensajeria
2019-07-26;Bosconia;102;Mercancia
2019-07-26;Bosconia;41;Mensajeria
2019-07-26;Bosconia;23;Paquetes 1-2
2019-07-26;Bosconia;6;Paqueteo 3-5
2019-07-26;Bucaramanga;743;Mercancia
2019-07-26;Bucaramanga;284;Mensajeria
2019-07-26;Bucaramanga;250;Paquetes 1-2
2019-07-26;Bucaramanga;74;Paqueteo 3-5
2019-07-26;Cienaga;208;Mercancia
2019-07-26;Cienaga;78;Paquetes 1-2
2019-07-26;Cienaga;62;Mensajeria
2019-07-26;Cienaga;13;Paqueteo 3-5
2019-07-26;Cucuta;565;Paquetes 1-2
2019-07-26;Cucuta;218;Mercancia
2019-07-26;Cucuta;93;Paqueteo 3-5
2019-07-26;Cucuta;77;Mensajeria
2019-07-26;Ibague;274;Mercancia
2019-07-26;Ibague;81;Mensajeria
2019-07-26;Ibague;63;Paquetes 1-2
2019-07-26;Ibague;13;Paqueteo 3-5
2019-07-26;Manizales;524;Mercancia
2019-07-26;Manizales;59;Mensajeria
2019-07-26;Manizales;50;Paquetes 1-2
2019-07-26;Manizales;8;Paqueteo 3-5
2019-07-26;Medellin;10789;Mercancia
2019-07-26;Medellin;5031;Paquetes 1-2
2019-07-26;Medellin;1546;Mensajeria
2019-07-26;Medellin;911;Paqueteo 3-5
2019-07-26;Neiva;197;Mercancia
2019-07-26;Neiva;51;Mensajeria
2019-07-26;Neiva;12;Paquetes 1-2
2019-07-26;Neiva;5;Paqueteo 3-5
2019-07-26;Pasto;116;Mercancia
2019-07-26;Pasto;78;Mensajeria
2019-07-26;Pasto;36;Paquetes 1-2
2019-07-26;Pasto;12;Paqueteo 3-5
2019-07-26;Pereira;1767;Mercancia
2019-07-26;Pereira;296;Mensajeria
2019-07-26;Pereira;195;Paquetes 1-2
2019-07-26;Pereira;55;Paqueteo 3-5
2019-07-26;Sincelejo;267;Mercancia
2019-07-26;Sincelejo;205;Mensajeria
2019-07-26;Sincelejo;82;Paquetes 1-2
2019-07-26;Sincelejo;47;Paqueteo 3-5
2019-07-26;Turbaco;3124;Mercancia
2019-07-26;Turbaco;202;Mensajeria
2019-07-26;Turbaco;156;Paquetes 1-2
2019-07-26;Turbaco;50;Paqueteo 3-5
2019-07-26;Yumbo;9719;Mercancia
2019-07-26;Yumbo;1050;Mensajeria
2019-07-26;Yumbo;974;Paquetes 1-2
2019-07-26;Yumbo;609;Paqueteo 3-5
2019-07-25;Barranquilla;2136;Mercancia
2019-07-25;Barranquilla;498;Paquetes 1-2
2019-07-25;Barranquilla;377;Mensajeria
2019-07-25;Barranquilla;218;Paqueteo 3-5
2019-07-25;Bogota;27998;Mercancia
2019-07-25;Bogota;6439;Paquetes 1-2
2019-07-25;Bogota;2399;Mensajeria
2019-07-25;Bogota;1734;Paqueteo 3-5
2019-07-25;Bosconia;181;Mercancia
2019-07-25;Bosconia;98;Mensajeria
2019-07-25;Bosconia;22;Paquetes 1-2
2019-07-25;Bosconia;8;Paqueteo 3-5
2019-07-25;Bucaramanga;742;Mercancia
2019-07-25;Bucaramanga;314;Paquetes 1-2
2019-07-25;Bucaramanga;295;Mensajeria
2019-07-25;Bucaramanga;74;Paqueteo 3-5
2019-07-25;Cienaga;99;Mercancia
2019-07-25;Cienaga;13;Paquetes 1-2
2019-07-25;Cienaga;10;Paqueteo 3-5
2019-07-25;Cienaga;2;Mensajeria
2019-07-25;Cucuta;573;Paquetes 1-2
2019-07-25;Cucuta;398;Mercancia
2019-07-25;Cucuta;86;Paqueteo 3-5
2019-07-25;Cucuta;66;Mensajeria
2019-07-25;Ibague;320;Mercancia
2019-07-25;Ibague;159;Mensajeria
2019-07-25;Ibague;63;Paquetes 1-2
2019-07-25;Ibague;20;Paqueteo 3-5
2019-07-25;Manizales;401;Mercancia
2019-07-25;Manizales;82;Mensajeria
2019-07-25;Manizales;50;Paquetes 1-2
2019-07-25;Manizales;15;Paqueteo 3-5
2019-07-25;Medellin;11065;Mercancia
2019-07-25;Medellin;4570;Paquetes 1-2
2019-07-25;Medellin;1365;Mensajeria
2019-07-25;Medellin;1038;Paqueteo 3-5
2019-07-25;Neiva;151;Mercancia
2019-07-25;Neiva;65;Mensajeria
2019-07-25;Neiva;25;Paquetes 1-2
2019-07-25;Neiva;9;Paqueteo 3-5
2019-07-25;Pasto;80;Mercancia
2019-07-25;Pasto;64;Mensajeria
2019-07-25;Pasto;54;Paquetes 1-2
2019-07-25;Pasto;24;Paqueteo 3-5
2019-07-25;Pereira;1797;Mercancia
2019-07-25;Pereira;377;Mensajeria
2019-07-25;Pereira;169;Paquetes 1-2
2019-07-25;Pereira;50;Paqueteo 3-5
2019-07-25;Sincelejo;390;Mercancia
2019-07-25;Sincelejo;188;Mensajeria
2019-07-25;Sincelejo;128;Paquetes 1-2
2019-07-25;Sincelejo;47;Paqueteo 3-5
2019-07-25;Turbaco;5534;Mercancia
2019-07-25;Turbaco;197;Mensajeria
2019-07-25;Turbaco;120;Paquetes 1-2
2019-07-25;Turbaco;40;Paqueteo 3-5
2019-07-25;Yumbo;10182;Mercancia
2019-07-25;Yumbo;876;Paquetes 1-2
2019-07-25;Yumbo;815;Mensajeria
2019-07-25;Yumbo;696;Paqueteo 3-5
2019-07-24;Barranquilla;2122;Mercancia
2019-07-24;Barranquilla;511;Paquetes 1-2
2019-07-24;Barranquilla;404;Mensajeria
2019-07-24;Barranquilla;166;Paqueteo 3-5
2019-07-24;Bogota;27614;Mercancia
2019-07-24;Bogota;7825;Paquetes 1-2
2019-07-24;Bogota;2363;Mensajeria
2019-07-24;Bogota;1949;Paqueteo 3-5
2019-07-24;Bosconia;86;Mercancia
2019-07-24;Bosconia;48;Mensajeria
2019-07-24;Bosconia;30;Paquetes 1-2
2019-07-24;Bosconia;17;Paqueteo 3-5
2019-07-24;Bucaramanga;942;Mercancia
2019-07-24;Bucaramanga;375;Mensajeria
2019-07-24;Bucaramanga;282;Paquetes 1-2
2019-07-24;Bucaramanga;106;Paqueteo 3-5
2019-07-24;Cienaga;125;Mercancia
2019-07-24;Cienaga;111;Mensajeria
2019-07-24;Cienaga;72;Paquetes 1-2
2019-07-24;Cienaga;12;Paqueteo 3-5
2019-07-24;Cucuta;475;Paquetes 1-2
2019-07-24;Cucuta;297;Mercancia
2019-07-24;Cucuta;59;Mensajeria
2019-07-24;Cucuta;47;Paqueteo 3-5
2019-07-24;Ibague;383;Mercancia
2019-07-24;Ibague;77;Paquetes 1-2
2019-07-24;Ibague;75;Mensajeria
2019-07-24;Ibague;16;Paqueteo 3-5
2019-07-24;Manizales;914;Mercancia
2019-07-24;Manizales;76;Paquetes 1-2
2019-07-24;Manizales;73;Mensajeria
2019-07-24;Manizales;15;Paqueteo 3-5
2019-07-24;Medellin;12346;Mercancia
2019-07-24;Medellin;4384;Paquetes 1-2
2019-07-24;Medellin;1405;Mensajeria
2019-07-24;Medellin;1138;Paqueteo 3-5
2019-07-24;Neiva;263;Mercancia
2019-07-24;Neiva;68;Mensajeria
2019-07-24;Neiva;29;Paquetes 1-2
2019-07-24;Neiva;14;Paqueteo 3-5
2019-07-24;Pasto;149;Mercancia
2019-07-24;Pasto;63;Mensajeria
2019-07-24;Pasto;56;Paquetes 1-2
2019-07-24;Pasto;22;Paqueteo 3-5
2019-07-24;Pereira;2374;Mercancia
2019-07-24;Pereira;277;Mensajeria
2019-07-24;Pereira;173;Paquetes 1-2
2019-07-24;Pereira;38;Paqueteo 3-5
2019-07-24;Sincelejo;526;Mercancia
2019-07-24;Sincelejo;397;Mensajeria
2019-07-24;Sincelejo;228;Paquetes 1-2
2019-07-24;Sincelejo;78;Paqueteo 3-5
2019-07-24;Turbaco;596;Mercancia
2019-07-24;Turbaco;198;Mensajeria
2019-07-24;Turbaco;150;Paquetes 1-2
2019-07-24;Turbaco;41;Paqueteo 3-5
2019-07-24;Yumbo;9631;Mercancia
2019-07-24;Yumbo;1126;Paquetes 1-2
2019-07-24;Yumbo;892;Mensajeria
2019-07-24;Yumbo;509;Paqueteo 3-5
2019-07-23;Barranquilla;1755;Mercancia
2019-07-23;Barranquilla;613;Paquetes 1-2
2019-07-23;Barranquilla;501;Mensajeria
2019-07-23;Barranquilla;161;Paqueteo 3-5
2019-07-23;Bogota;23704;Mercancia
2019-07-23;Bogota;5793;Paquetes 1-2
2019-07-23;Bogota;2386;Mensajeria
2019-07-23;Bogota;1960;Paqueteo 3-5
2019-07-23;Bosconia;130;Mercancia
2019-07-23;Bosconia;86;Mensajeria
2019-07-23;Bosconia;26;Paquetes 1-2
2019-07-23;Bosconia;6;Paqueteo 3-5
2019-07-23;Bucaramanga;860;Mercancia
2019-07-23;Bucaramanga;364;Paquetes 1-2
2019-07-23;Bucaramanga;261;Mensajeria
2019-07-23;Bucaramanga;115;Paqueteo 3-5
2019-07-23;Cienaga;131;Mercancia
2019-07-23;Cienaga;95;Mensajeria
2019-07-23;Cienaga;58;Paquetes 1-2
2019-07-23;Cienaga;16;Paqueteo 3-5
2019-07-23;Cucuta;633;Paquetes 1-2
2019-07-23;Cucuta;233;Mercancia
2019-07-23;Cucuta;74;Paqueteo 3-5
2019-07-23;Cucuta;51;Mensajeria
2019-07-23;Ibague;333;Mercancia
2019-07-23;Ibague;135;Mensajeria
2019-07-23;Ibague;49;Paquetes 1-2
2019-07-23;Ibague;14;Paqueteo 3-5
2019-07-23;Manizales;819;Mercancia
2019-07-23;Manizales;61;Mensajeria
2019-07-23;Manizales;53;Paquetes 1-2
2019-07-23;Manizales;12;Paqueteo 3-5
2019-07-23;Medellin;11617;Mercancia
2019-07-23;Medellin;5570;Paquetes 1-2
2019-07-23;Medellin;1574;Mensajeria
2019-07-23;Medellin;848;Paqueteo 3-5
2019-07-23;Neiva;87;Mercancia
2019-07-23;Neiva;59;Mensajeria
2019-07-23;Neiva;19;Paquetes 1-2
2019-07-23;Neiva;6;Paqueteo 3-5
2019-07-23;Pasto;81;Mensajeria
2019-07-23;Pasto;76;Mercancia
2019-07-23;Pasto;51;Paquetes 1-2
2019-07-23;Pasto;20;Paqueteo 3-5
2019-07-23;Pereira;2103;Mercancia
2019-07-23;Pereira;293;Mensajeria
2019-07-23;Pereira;253;Paquetes 1-2
2019-07-23;Pereira;54;Paqueteo 3-5
2019-07-23;Sincelejo;206;Mercancia
2019-07-23;Sincelejo;178;Mensajeria
2019-07-23;Sincelejo;107;Paquetes 1-2
2019-07-23;Sincelejo;44;Paqueteo 3-5
2019-07-23;Turbaco;1831;Mercancia
2019-07-23;Turbaco;241;Mensajeria
2019-07-23;Turbaco;135;Paquetes 1-2
2019-07-23;Turbaco;48;Paqueteo 3-5
2019-07-23;Yumbo;8047;Mercancia
2019-07-23;Yumbo;1181;Paqueteo 3-5
2019-07-23;Yumbo;1089;Paquetes 1-2
