Week;Producto;Terminal_origen;recogidas
2018-12-10;Mercancia;Pasto;900
2018-12-10;Paqueteo 3-5 Kl.;Pasto;74
2018-12-10;Paquetes 1-2 Kl. (ME);Pasto;179
2018-12-10;Radicación de Documentos;Pasto;182
2018-12-10;Firma de Documentos;Pereira;214
2018-12-10;Mensajeria;Pereira;1163
2018-12-10;Mercancia;Pereira;14729
2018-12-10;Paqueteo 3-5 Kl.;Pereira;353
2018-12-10;Paquetes 1-2 Kl. (ME);Pereira;1442
2018-12-10;Radicación de Documentos;Pereira;457
2018-12-10;Firma de Documentos;Sincelejo;96
2018-12-10;Mensajeria;Sincelejo;868
2018-12-10;Mercancia;Sincelejo;1702
2018-12-10;Paqueteo 3-5 Kl.;Sincelejo;323
2018-12-10;Paquetes 1-2 Kl. (ME);Sincelejo;736
2018-12-10;Radicación de Documentos;Sincelejo;293
2018-12-10;Firma de Documentos;Turbaco;220
2018-12-10;Mensajeria;Turbaco;886
2018-12-10;Mercancia;Turbaco;9346
2018-12-10;Mercancia Aerea;Turbaco;1
2018-12-10;Paqueteo 3-5 Kl.;Turbaco;339
2018-12-10;Paquetes 1-2 Kl. (ME);Turbaco;768
2018-12-10;Radicación de Documentos;Turbaco;273
2018-12-10;Firma de Documentos;Yumbo;719
2018-12-10;Mensajeria;Yumbo;3927
2018-12-10;Mercancia;Yumbo;61855
2018-12-10;Mercancia Aerea;Yumbo;38
2018-12-10;Paqueteo 3-5 Kl.;Yumbo;2200
2018-12-10;Paquetes 1-2 Kl. (ME);Yumbo;5292
2018-12-10;Radicación de Documentos;Yumbo;1080
2018-12-17;Firma de Documentos;Barranquilla;284
2018-12-17;Mensajeria;Barranquilla;1697
2018-12-17;Mercancia;Barranquilla;11059
2018-12-17;Mercancia Aerea;Barranquilla;3
2018-12-17;Paqueteo 3-5 Kl.;Barranquilla;1181
2018-12-17;Paquetes 1-2 Kl. (ME);Barranquilla;2737
2018-12-17;Radicación de Documentos;Barranquilla;464
2018-12-17;Firma de Documentos;Bogota;1958
2018-12-17;Mensajeria;Bogota;9543
2018-12-17;Mercancia;Bogota;203621
2018-12-17;Mercancia Aerea;Bogota;371
2018-12-17;Paqueteo 3-5 Kl.;Bogota;11316
2018-12-17;Paquetes 1-2 Kl. (ME);Bogota;25293
2018-12-17;Radicación de Documentos;Bogota;2289
2018-12-17;Firma de Documentos;Bosconia;20
2018-12-17;Mensajeria;Bosconia;217
2018-12-17;Mercancia;Bosconia;504
2018-12-17;Paqueteo 3-5 Kl.;Bosconia;60
2018-12-17;Paquetes 1-2 Kl. (ME);Bosconia;144
2018-12-17;Radicación de Documentos;Bosconia;132
2018-12-17;Firma de Documentos;Bucaramanga;133
2018-12-17;Mensajeria;Bucaramanga;1015
2018-12-17;Mercancia;Bucaramanga;4492
2018-12-17;Mercancia Aerea;Bucaramanga;6
2018-12-17;Paqueteo 3-5 Kl.;Bucaramanga;895
2018-12-17;Paquetes 1-2 Kl. (ME);Bucaramanga;1528
2018-12-17;Radicación de Documentos;Bucaramanga;567
2018-12-17;Firma de Documentos;Cienaga;45
2018-12-17;Mensajeria;Cienaga;205
2018-12-17;Mercancia;Cienaga;577
2018-12-17;Paqueteo 3-5 Kl.;Cienaga;92
2018-12-17;Paquetes 1-2 Kl. (ME);Cienaga;223
2018-12-17;Radicación de Documentos;Cienaga;231
2018-12-17;Firma de Documentos;Cucuta;48
2018-12-17;Mensajeria;Cucuta;199
2018-12-17;Mercancia;Cucuta;2840
2018-12-17;Mercancia Aerea;Cucuta;1
2018-12-17;Paqueteo 3-5 Kl.;Cucuta;251
2018-12-17;Paquetes 1-2 Kl. (ME);Cucuta;761
2018-12-17;Radicación de Documentos;Cucuta;154
2018-12-17;Firma de Documentos;Ibague;143
2018-12-17;Mensajeria;Ibague;412
2018-12-17;Mercancia;Ibague;2634
2018-12-17;Paqueteo 3-5 Kl.;Ibague;191
2018-12-17;Paquetes 1-2 Kl. (ME);Ibague;563
2018-12-17;Radicación de Documentos;Ibague;417
2018-12-17;Firma de Documentos;Manizales;61
2018-12-17;Mensajeria;Manizales;304
2018-12-17;Mercancia;Manizales;10579
2018-12-17;Paqueteo 3-5 Kl.;Manizales;240
2018-12-17;Paquetes 1-2 Kl. (ME);Manizales;355
2018-12-17;Radicación de Documentos;Manizales;186
2018-12-17;Firma de Documentos;Medellin;1009
2018-12-17;Mensajeria;Medellin;7790
2018-12-17;Mercancia;Medellin;102502
2018-12-17;Mercancia Aerea;Medellin;47
2018-12-17;Paqueteo 3-5 Kl.;Medellin;12502
2018-12-17;Paquetes 1-2 Kl. (ME);Medellin;29231
2018-12-17;Radicación de Documentos;Medellin;1131
2018-12-17;Firma de Documentos;Pasto;30
2018-12-17;Mensajeria;Pasto;208
2018-12-17;Mercancia;Pasto;746
2018-12-17;Paqueteo 3-5 Kl.;Pasto;48
2018-12-17;Paquetes 1-2 Kl. (ME);Pasto;177
2018-12-17;Radicación de Documentos;Pasto;159
2018-12-17;Firma de Documentos;Pereira;233
2018-12-17;Mensajeria;Pereira;1121
2018-12-17;Mercancia;Pereira;14668
2018-12-17;Paqueteo 3-5 Kl.;Pereira;431
2018-12-17;Paquetes 1-2 Kl. (ME);Pereira;1418
2018-12-17;Radicación de Documentos;Pereira;426
2018-12-17;Firma de Documentos;Sincelejo;70
2018-12-17;Mensajeria;Sincelejo;802
2018-12-17;Mercancia;Sincelejo;1618
2018-12-17;Paqueteo 3-5 Kl.;Sincelejo;339
2018-12-17;Paquetes 1-2 Kl. (ME);Sincelejo;687
2018-12-17;Radicación de Documentos;Sincelejo;227
2018-12-17;Firma de Documentos;Turbaco;94
2018-12-17;Mensajeria;Turbaco;881
2018-12-17;Mercancia;Turbaco;10057
2018-12-17;Mercancia Aerea;Turbaco;3
2018-12-17;Paqueteo 3-5 Kl.;Turbaco;315
2018-12-17;Paquetes 1-2 Kl. (ME);Turbaco;730
2018-12-17;Radicación de Documentos;Turbaco;220
2018-12-17;Firma de Documentos;Yumbo;681
2018-12-17;Mensajeria;Yumbo;3235
2018-12-17;Mercancia;Yumbo;59202
2018-12-17;Mercancia Aerea;Yumbo;48
2018-12-17;Paqueteo 3-5 Kl.;Yumbo;2234
2018-12-17;Paquetes 1-2 Kl. (ME);Yumbo;6196
2018-12-17;Radicación de Documentos;Yumbo;984
2018-12-24;Firma de Documentos;Barranquilla;163
2018-12-24;Mensajeria;Barranquilla;967
2018-12-24;Mercancia;Barranquilla;4947
2018-12-24;Mercancia Aerea;Barranquilla;4
2018-12-24;Paqueteo 3-5 Kl.;Barranquilla;777
2018-12-24;Paquetes 1-2 Kl. (ME);Barranquilla;1559
2018-12-24;Radicación de Documentos;Barranquilla;346
2018-12-24;Firma de Documentos;Bogota;745
2018-12-24;Mensajeria;Bogota;4934
2018-12-24;Mercancia;Bogota;93225
2018-12-24;Mercancia Aerea;Bogota;211
2018-12-24;Paqueteo 3-5 Kl.;Bogota;4845
2018-12-24;Paquetes 1-2 Kl. (ME);Bogota;12979
2018-12-24;Radicación de Documentos;Bogota;1226
2018-12-24;Firma de Documentos;Bosconia;10
2018-12-24;Mensajeria;Bosconia;168
2018-12-24;Mercancia;Bosconia;321
2018-12-24;Paqueteo 3-5 Kl.;Bosconia;46
2018-12-24;Paquetes 1-2 Kl. (ME);Bosconia;55
2018-12-24;Radicación de Documentos;Bosconia;114
2018-12-24;Firma de Documentos;Bucaramanga;139
2018-12-24;Mensajeria;Bucaramanga;597
2018-12-24;Mercancia;Bucaramanga;2360
2018-12-24;Mercancia Aerea;Bucaramanga;1
2018-12-24;Paqueteo 3-5 Kl.;Bucaramanga;407
2018-12-24;Paquetes 1-2 Kl. (ME);Bucaramanga;839
2018-12-24;Radicación de Documentos;Bucaramanga;413
2018-12-24;Firma de Documentos;Cienaga;32
2018-12-24;Mensajeria;Cienaga;152
2018-12-24;Mercancia;Cienaga;428
2018-12-24;Paqueteo 3-5 Kl.;Cienaga;64
2018-12-24;Paquetes 1-2 Kl. (ME);Cienaga;135
2018-12-24;Radicación de Documentos;Cienaga;86
2018-12-24;Firma de Documentos;Cucuta;30
2018-12-24;Mensajeria;Cucuta;134
2018-12-24;Mercancia;Cucuta;888
2018-12-24;Paqueteo 3-5 Kl.;Cucuta;94
2018-12-24;Paquetes 1-2 Kl. (ME);Cucuta;117
2018-12-24;Radicación de Documentos;Cucuta;90
2018-12-24;Firma de Documentos;Ibague;54
2018-12-24;Mensajeria;Ibague;292
2018-12-24;Mercancia;Ibague;1718
2018-12-24;Paqueteo 3-5 Kl.;Ibague;121
2018-12-24;Paquetes 1-2 Kl. (ME);Ibague;361
2018-12-24;Radicación de Documentos;Ibague;269
2018-12-24;Firma de Documentos;Manizales;10
2018-12-24;Mensajeria;Manizales;178
2018-12-24;Mercancia;Manizales;8681
2018-12-24;Paqueteo 3-5 Kl.;Manizales;900
2018-12-24;Paquetes 1-2 Kl. (ME);Manizales;282
2018-12-24;Radicación de Documentos;Manizales;91
2018-12-24;Firma de Documentos;Medellin;451
2018-12-24;Mensajeria;Medellin;3158
2018-12-24;Mercancia;Medellin;43995
2018-12-24;Mercancia Aerea;Medellin;10
2018-12-24;Paqueteo 3-5 Kl.;Medellin;4203
2018-12-24;Paquetes 1-2 Kl. (ME);Medellin;12092
2018-12-24;Radicación de Documentos;Medellin;621
2018-12-24;Radicación de Documentos;Neiva;1
2018-12-24;Firma de Documentos;Pasto;18
2018-12-24;Mensajeria;Pasto;172
2018-12-24;Mercancia;Pasto;866
2018-12-24;Paqueteo 3-5 Kl.;Pasto;43
2018-12-24;Paquetes 1-2 Kl. (ME);Pasto;126
2018-12-24;Radicación de Documentos;Pasto;75
2018-12-24;Firma de Documentos;Pereira;106
2018-12-24;Mensajeria;Pereira;720
2018-12-24;Mercancia;Pereira;6923
2018-12-24;Paqueteo 3-5 Kl.;Pereira;190
2018-12-24;Paquetes 1-2 Kl. (ME);Pereira;752
2018-12-24;Radicación de Documentos;Pereira;254
2018-12-24;Firma de Documentos;Sincelejo;66
2018-12-24;Mensajeria;Sincelejo;588
2018-12-24;Mercancia;Sincelejo;1056
2018-12-24;Paqueteo 3-5 Kl.;Sincelejo;255
2018-12-24;Paquetes 1-2 Kl. (ME);Sincelejo;459
2018-12-24;Radicación de Documentos;Sincelejo;209
2018-12-24;Firma de Documentos;Turbaco;125
2018-12-24;Mensajeria;Turbaco;543
2018-12-24;Mercancia;Turbaco;2891
2018-12-24;Paqueteo 3-5 Kl.;Turbaco;223
2018-12-24;Paquetes 1-2 Kl. (ME);Turbaco;554
2018-12-24;Radicación de Documentos;Turbaco;217
2018-12-24;Firma de Documentos;Yumbo;264
2018-12-24;Mensajeria;Yumbo;2106
2018-12-24;Mercancia;Yumbo;38037
2018-12-24;Mercancia Aerea;Yumbo;40
2018-12-24;Paqueteo 3-5 Kl.;Yumbo;1326
2018-12-24;Paquetes 1-2 Kl. (ME);Yumbo;3256
2018-12-24;Radicación de Documentos;Yumbo;542
2018-12-31;Firma de Documentos;Barranquilla;138
2018-12-31;Mensajeria;Barranquilla;1030
2018-12-31;Mercancia;Barranquilla;4052
2018-12-31;Mercancia Aerea;Barranquilla;3
2018-12-31;Paqueteo 3-5 Kl.;Barranquilla;428
2018-12-31;Paquetes 1-2 Kl. (ME);Barranquilla;1112
2018-12-31;Radicación de Documentos;Barranquilla;181
2018-12-31;Firma de Documentos;Bogota;341
2018-12-31;Mensajeria;Bogota;3662
2018-12-31;Mercancia;Bogota;66979
2018-12-31;Mercancia Aerea;Bogota;253
2018-12-31;Paqueteo 3-5 Kl.;Bogota;4002
2018-12-31;Paquetes 1-2 Kl. (ME);Bogota;11836
2018-12-31;Radicación de Documentos;Bogota;687
2018-12-31;Firma de Documentos;Bosconia;1
2018-12-31;Mensajeria;Bosconia;140
2018-12-31;Mercancia;Bosconia;262
2018-12-31;Paqueteo 3-5 Kl.;Bosconia;52
2018-12-31;Paquetes 1-2 Kl. (ME);Bosconia;75
2018-12-31;Radicación de Documentos;Bosconia;40
2018-12-31;Firma de Documentos;Bucaramanga;90
2018-12-31;Mensajeria;Bucaramanga;506
2018-12-31;Mercancia;Bucaramanga;1612
2018-12-31;Mercancia Aerea;Bucaramanga;1
2018-12-31;Paqueteo 3-5 Kl.;Bucaramanga;308
2018-12-31;Paquetes 1-2 Kl. (ME);Bucaramanga;581
2018-12-31;Radicación de Documentos;Bucaramanga;176
2018-12-31;Firma de Documentos;Cienaga;8
2018-12-31;Mensajeria;Cienaga;124
2018-12-31;Mercancia;Cienaga;384
2018-12-31;Paqueteo 3-5 Kl.;Cienaga;41
2018-12-31;Paquetes 1-2 Kl. (ME);Cienaga;83
2018-12-31;Firma de Documentos;Cucuta;21
2018-12-31;Mensajeria;Cucuta;131
2018-12-31;Mercancia;Cucuta;778
2018-12-31;Paqueteo 3-5 Kl.;Cucuta;66
2018-12-31;Paquetes 1-2 Kl. (ME);Cucuta;106
2018-12-31;Radicación de Documentos;Cucuta;41
2018-12-31;Firma de Documentos;Ibague;29
2018-12-31;Mensajeria;Ibague;254
2018-12-31;Mercancia;Ibague;1254
2018-12-31;Paqueteo 3-5 Kl.;Ibague;118
2018-12-31;Paquetes 1-2 Kl. (ME);Ibague;367
2018-12-31;Radicación de Documentos;Ibague;145
2018-12-31;Firma de Documentos;Manizales;9
2018-12-31;Mensajeria;Manizales;163
2018-12-31;Mercancia;Manizales;7011
2018-12-31;Paqueteo 3-5 Kl.;Manizales;425
2018-12-31;Paquetes 1-2 Kl. (ME);Manizales;241
2018-12-31;Radicación de Documentos;Manizales;57
2018-12-31;Firma de Documentos;Medellin;312
2018-12-31;Mensajeria;Medellin;2913
2018-12-31;Mercancia;Medellin;33527
2018-12-31;Mercancia Aerea;Medellin;10
2018-12-31;Paqueteo 3-5 Kl.;Medellin;2353
2018-12-31;Paquetes 1-2 Kl. (ME);Medellin;9509
2018-12-31;Radicación de Documentos;Medellin;277
2018-12-31;Firma de Documentos;Pasto;10
2018-12-31;Mensajeria;Pasto;128
2018-12-31;Mercancia;Pasto;384
2018-12-31;Paqueteo 3-5 Kl.;Pasto;30
2018-12-31;Paquetes 1-2 Kl. (ME);Pasto;122
2018-12-31;Radicación de Documentos;Pasto;37
2018-12-31;Firma de Documentos;Pereira;86
2018-12-31;Mensajeria;Pereira;521
2018-12-31;Mercancia;Pereira;3406
2018-12-31;Mercancia Aerea;Pereira;1
2018-12-31;Paqueteo 3-5 Kl.;Pereira;143
2018-12-31;Paquetes 1-2 Kl. (ME);Pereira;639
2018-12-31;Radicación de Documentos;Pereira;132
2018-12-31;Firma de Documentos;Sincelejo;24
2018-12-31;Mensajeria;Sincelejo;588
2018-12-31;Mercancia;Sincelejo;678
2018-12-31;Paqueteo 3-5 Kl.;Sincelejo;161
2018-12-31;Paquetes 1-2 Kl. (ME);Sincelejo;313
2018-12-31;Radicación de Documentos;Sincelejo;132
2018-12-31;Firma de Documentos;Turbaco;46
2018-12-31;Mensajeria;Turbaco;554
2018-12-31;Mercancia;Turbaco;1480
2018-12-31;Paqueteo 3-5 Kl.;Turbaco;170
2018-12-31;Paquetes 1-2 Kl. (ME);Turbaco;322
2018-12-31;Radicación de Documentos;Turbaco;112
2018-12-31;Firma de Documentos;Yumbo;246
2018-12-31;Mensajeria;Yumbo;1845
2018-12-31;Mercancia;Yumbo;29337
2018-12-31;Mercancia Aerea;Yumbo;26
2018-12-31;Paqueteo 3-5 Kl.;Yumbo;697
2018-12-31;Paquetes 1-2 Kl. (ME);Yumbo;2431
2018-12-31;Radicación de Documentos;Yumbo;312
2019-01-07;Firma de Documentos;Barranquilla;187
2019-01-07;Mensajeria;Barranquilla;2304
2019-01-07;Mercancia;Barranquilla;8092
2019-01-07;Mercancia Aerea;Barranquilla;1
2019-01-07;Paqueteo 3-5 Kl.;Barranquilla;726
2019-01-07;Paquetes 1-2 Kl. (ME);Barranquilla;1960
2019-01-07;Radicación de Documentos;Barranquilla;239
2019-01-07;Firma de Documentos;Bogota;773
2019-01-07;Mensajeria;Bogota;4629
2019-01-07;Mercancia;Bogota;100390
2019-01-07;Mercancia Aerea;Bogota;350
2019-01-07;Paqueteo 3-5 Kl.;Bogota;5038
2019-01-07;Paquetes 1-2 Kl. (ME);Bogota;18708
2019-01-07;Radicación de Documentos;Bogota;1005
2019-01-07;Firma de Documentos;Bosconia;10
2019-01-07;Mensajeria;Bosconia;149
2019-01-07;Mercancia;Bosconia;441
2019-01-07;Paqueteo 3-5 Kl.;Bosconia;64
2019-01-07;Paquetes 1-2 Kl. (ME);Bosconia;83
2019-01-07;Radicación de Documentos;Bosconia;44
2019-01-07;Firma de Documentos;Bucaramanga;92
2019-01-07;Mensajeria;Bucaramanga;737
2019-01-07;Mercancia;Bucaramanga;2881
2019-01-07;Mercancia Aerea;Bucaramanga;4
2019-01-07;Paqueteo 3-5 Kl.;Bucaramanga;498
2019-01-07;Paquetes 1-2 Kl. (ME);Bucaramanga;997
2019-01-07;Radicación de Documentos;Bucaramanga;235
2019-01-07;Firma de Documentos;Cienaga;56
2019-01-07;Mensajeria;Cienaga;197
2019-01-07;Mercancia;Cienaga;638
2019-01-07;Paqueteo 3-5 Kl.;Cienaga;84
2019-01-07;Paquetes 1-2 Kl. (ME);Cienaga;177
2019-01-07;Radicación de Documentos;Cienaga;107
2019-01-07;Firma de Documentos;Cucuta;29
2019-01-07;Mensajeria;Cucuta;168
2019-01-07;Mercancia;Cucuta;2067
2019-01-07;Paqueteo 3-5 Kl.;Cucuta;91
2019-01-07;Paquetes 1-2 Kl. (ME);Cucuta;428
2019-01-07;Radicación de Documentos;Cucuta;106
2019-01-07;Firma de Documentos;Ibague;49
2019-01-07;Mensajeria;Ibague;331
2019-01-07;Mercancia;Ibague;2085
2019-01-07;Paqueteo 3-5 Kl.;Ibague;142
2019-01-07;Paquetes 1-2 Kl. (ME);Ibague;438
2019-01-07;Radicación de Documentos;Ibague;185
2019-01-07;Firma de Documentos;Manizales;10
2019-01-07;Mensajeria;Manizales;189
2019-01-07;Mercancia;Manizales;9839
2019-01-07;Paqueteo 3-5 Kl.;Manizales;110
2019-01-07;Paquetes 1-2 Kl. (ME);Manizales;256
2019-01-07;Radicación de Documentos;Manizales;97
2019-01-07;Firma de Documentos;Medellin;636
2019-01-07;Mensajeria;Medellin;4798
2019-01-07;Mercancia;Medellin;49148
2019-01-07;Mercancia Aerea;Medellin;7
2019-01-07;Paqueteo 3-5 Kl.;Medellin;4834
2019-01-07;Paquetes 1-2 Kl. (ME);Medellin;14792
2019-01-07;Radicación de Documentos;Medellin;491
2019-01-07;Firma de Documentos;Pasto;9
2019-01-07;Mensajeria;Pasto;163
2019-01-07;Mercancia;Pasto;539
2019-01-07;Paqueteo 3-5 Kl.;Pasto;62
2019-01-07;Paquetes 1-2 Kl. (ME);Pasto;172
2019-01-07;Radicación de Documentos;Pasto;62
2019-01-07;Firma de Documentos;Pereira;158
2019-01-07;Mensajeria;Pereira;788
2019-01-07;Mercancia;Pereira;7215
2019-01-07;Paqueteo 3-5 Kl.;Pereira;235
2019-01-07;Paquetes 1-2 Kl. (ME);Pereira;1032
2019-01-07;Radicación de Documentos;Pereira;231
2019-01-07;Firma de Documentos;Sincelejo;86
2019-01-07;Mensajeria;Sincelejo;689
2019-01-07;Mercancia;Sincelejo;1533
2019-01-07;Paqueteo 3-5 Kl.;Sincelejo;231
2019-01-07;Paquetes 1-2 Kl. (ME);Sincelejo;481
2019-01-07;Radicación de Documentos;Sincelejo;133
2019-01-07;Firma de Documentos;Turbaco;167
2019-01-07;Mensajeria;Turbaco;774
2019-01-07;Mercancia;Turbaco;3372
2019-01-07;Mercancia Aerea;Turbaco;2
2019-01-07;Paqueteo 3-5 Kl.;Turbaco;247
2019-01-07;Paquetes 1-2 Kl. (ME);Turbaco;575
2019-01-07;Radicación de Documentos;Turbaco;120
2019-01-07;Firma de Documentos;Yumbo;368
2019-01-07;Mensajeria;Yumbo;2238
2019-01-07;Mercancia;Yumbo;50100
2019-01-07;Mercancia Aerea;Yumbo;34
2019-01-07;Paqueteo 3-5 Kl.;Yumbo;1036
2019-01-07;Paquetes 1-2 Kl. (ME);Yumbo;3514
2019-01-07;Radicación de Documentos;Yumbo;446
2019-01-14;Firma de Documentos;Barranquilla;301
2019-01-14;Mensajeria;Barranquilla;1509
2019-01-14;Mercancia;Barranquilla;11187
2019-01-14;Mercancia Aerea;Barranquilla;6
2019-01-14;Paqueteo 3-5 Kl.;Barranquilla;863
2019-01-14;Paquetes 1-2 Kl. (ME);Barranquilla;2185
2019-01-14;Radicación de Documentos;Barranquilla;390
2019-01-14;Firma de Documentos;Bogota;1533
2019-01-14;Mensajeria;Bogota;7558
2019-01-14;Mercancia;Bogota;127964
2019-01-14;Mercancia Aerea;Bogota;417
2019-01-14;Paqueteo 3-5 Kl.;Bogota;6581
2019-01-14;Paquetes 1-2 Kl. (ME);Bogota;22531
2019-01-14;Radicación de Documentos;Bogota;1526
2019-01-14;Firma de Documentos;Bosconia;9
2019-01-14;Mensajeria;Bosconia;209
2019-01-14;Mercancia;Bosconia;798
2019-01-14;Paqueteo 3-5 Kl.;Bosconia;52
2019-01-14;Paquetes 1-2 Kl. (ME);Bosconia;104
2019-01-14;Radicación de Documentos;Bosconia;81
2019-01-14;Firma de Documentos;Bucaramanga;118
2019-01-14;Mensajeria;Bucaramanga;924
2019-01-14;Mercancia;Bucaramanga;3292
2019-01-14;Mercancia Aerea;Bucaramanga;2
2019-01-14;Paqueteo 3-5 Kl.;Bucaramanga;561
2019-01-14;Paquetes 1-2 Kl. (ME);Bucaramanga;1176
2019-01-14;Radicación de Documentos;Bucaramanga;391
2019-01-14;Firma de Documentos;Cienaga;49
2019-01-14;Mensajeria;Cienaga;174
2019-01-14;Mercancia;Cienaga;698
2019-01-14;Paqueteo 3-5 Kl.;Cienaga;70
2019-01-14;Paquetes 1-2 Kl. (ME);Cienaga;200
2019-01-14;Radicación de Documentos;Cienaga;108
2019-01-14;Firma de Documentos;Cucuta;40
2019-01-14;Mensajeria;Cucuta;178
2019-01-14;Mercancia;Cucuta;1738
2019-01-14;Mercancia Aerea;Cucuta;1
2019-01-14;Paqueteo 3-5 Kl.;Cucuta;191
2019-01-14;Paquetes 1-2 Kl. (ME);Cucuta;946
2019-01-14;Radicación de Documentos;Cucuta;132
2019-01-14;Firma de Documentos;Ibague;78
2019-01-14;Mensajeria;Ibague;346
2019-01-14;Mercancia;Ibague;2864
2019-01-14;Paqueteo 3-5 Kl.;Ibague;131
2019-01-14;Paquetes 1-2 Kl. (ME);Ibague;401
2019-01-14;Radicación de Documentos;Ibague;255
2019-01-14;Firma de Documentos;Manizales;32
2019-01-14;Mensajeria;Manizales;294
2019-01-14;Mercancia;Manizales;11955
2019-01-14;Paqueteo 3-5 Kl.;Manizales;242
2019-01-14;Paquetes 1-2 Kl. (ME);Manizales;314
2019-01-14;Radicación de Documentos;Manizales;153
2019-01-14;Firma de Documentos;Medellin;923
2019-01-14;Mensajeria;Medellin;5982
2019-01-14;Mercancia;Medellin;62093
2019-01-14;Mercancia Aerea;Medellin;14
2019-01-14;Paqueteo 3-5 Kl.;Medellin;8324
2019-01-14;Paquetes 1-2 Kl. (ME);Medellin;18446
2019-01-14;Radicación de Documentos;Medellin;979
2019-01-14;Firma de Documentos;Pasto;18
2019-01-14;Mensajeria;Pasto;239
2019-01-14;Mercancia;Pasto;839
2019-01-14;Paqueteo 3-5 Kl.;Pasto;67
2019-01-14;Paquetes 1-2 Kl. (ME);Pasto;162
2019-01-14;Radicación de Documentos;Pasto;129
2019-01-14;Firma de Documentos;Pereira;177
2019-01-14;Mensajeria;Pereira;891
2019-01-14;Mercancia;Pereira;10905
2019-01-14;Paqueteo 3-5 Kl.;Pereira;285
2019-01-14;Paquetes 1-2 Kl. (ME);Pereira;1172
2019-01-14;Radicación de Documentos;Pereira;405
2019-01-14;Firma de Documentos;Sincelejo;102
2019-01-14;Mensajeria;Sincelejo;841
2019-01-14;Mercancia;Sincelejo;1455
2019-01-14;Paqueteo 3-5 Kl.;Sincelejo;254
2019-01-14;Paquetes 1-2 Kl. (ME);Sincelejo;520
2019-01-14;Radicación de Documentos;Sincelejo;225
2019-01-14;Firma de Documentos;Turbaco;162
2019-01-14;Mensajeria;Turbaco;1017
2019-01-14;Mercancia;Turbaco;8902
2019-01-14;Mercancia Aerea;Turbaco;2
2019-01-14;Paqueteo 3-5 Kl.;Turbaco;299
2019-01-14;Paquetes 1-2 Kl. (ME);Turbaco;589
2019-01-14;Radicación de Documentos;Turbaco;197
2019-01-14;Firma de Documentos;Yumbo;546
2019-01-14;Mensajeria;Yumbo;3174
2019-01-14;Mercancia;Yumbo;55170
2019-01-14;Mercancia Aerea;Yumbo;29
2019-01-14;Paqueteo 3-5 Kl.;Yumbo;1236
2019-01-14;Paquetes 1-2 Kl. (ME);Yumbo;4123
2019-01-14;Radicación de Documentos;Yumbo;770
2019-01-21;Firma de Documentos;Barranquilla;222
2019-01-21;Mensajeria;Barranquilla;1852
2019-01-21;Mercancia;Barranquilla;9465
2019-01-21;Mercancia Aerea;Barranquilla;1
2019-01-21;Paqueteo 3-5 Kl.;Barranquilla;892
2019-01-21;Paquetes 1-2 Kl. (ME);Barranquilla;2290
2019-01-21;Radicación de Documentos;Barranquilla;458
2019-01-21;Firma de Documentos;Bogota;1329
2019-01-21;Mensajeria;Bogota;8248
2019-01-21;Mercancia;Bogota;135319
2019-01-21;Mercancia Aerea;Bogota;258
2019-01-21;Paqueteo 3-5 Kl.;Bogota;7276
2019-01-21;Paquetes 1-2 Kl. (ME);Bogota;24260
2019-01-21;Radicación de Documentos;Bogota;1969
2019-01-21;Firma de Documentos;Bosconia;7
2019-01-21;Mensajeria;Bosconia;198
2019-01-21;Mercancia;Bosconia;581
2019-01-21;Paqueteo 3-5 Kl.;Bosconia;59
2019-01-21;Paquetes 1-2 Kl. (ME);Bosconia;136
2019-01-21;Radicación de Documentos;Bosconia;127
2019-01-21;Firma de Documentos;Bucaramanga;142
2019-01-21;Mensajeria;Bucaramanga;944
2019-01-21;Mercancia;Bucaramanga;3714
2019-01-21;Paqueteo 3-5 Kl.;Bucaramanga;488
2019-01-21;Paquetes 1-2 Kl. (ME);Bucaramanga;1186
2019-01-21;Radicación de Documentos;Bucaramanga;322
2019-01-21;Firma de Documentos;Cienaga;15
2019-01-21;Mensajeria;Cienaga;158
2019-01-21;Mercancia;Cienaga;676
2019-01-21;Paqueteo 3-5 Kl.;Cienaga;54
2019-01-21;Paquetes 1-2 Kl. (ME);Cienaga;175
2019-01-21;Radicación de Documentos;Cienaga;126
2019-01-21;Firma de Documentos;Cucuta;43
2019-01-21;Mensajeria;Cucuta;156
2019-01-21;Mercancia;Cucuta;1420
2019-01-21;Paqueteo 3-5 Kl.;Cucuta;202
2019-01-21;Paquetes 1-2 Kl. (ME);Cucuta;779
2019-01-21;Radicación de Documentos;Cucuta;158
2019-01-21;Firma de Documentos;Ibague;98
2019-01-21;Mensajeria;Ibague;352
2019-01-21;Mercancia;Ibague;3098
2019-01-21;Mercancia Aerea;Ibague;8
2019-01-21;Paqueteo 3-5 Kl.;Ibague;146
2019-01-21;Paquetes 1-2 Kl. (ME);Ibague;419
2019-01-21;Radicación de Documentos;Ibague;278
2019-01-21;Firma de Documentos;Manizales;36
2019-01-21;Mensajeria;Manizales;270
2019-01-21;Mercancia;Manizales;13619
2019-01-21;Paqueteo 3-5 Kl.;Manizales;299
2019-01-21;Paquetes 1-2 Kl. (ME);Manizales;334
2019-01-21;Radicación de Documentos;Manizales;169
2019-01-21;Firma de Documentos;Medellin;873
2019-01-21;Mensajeria;Medellin;6625
2019-01-21;Mercancia;Medellin;66051
2019-01-21;Mercancia Aerea;Medellin;7
