Week;Producto;Terminal_origen;recogidas
2020-01-06;Mensajeria;Pasto;154
2020-01-06;Mercancia;Pasto;822
2020-01-06;Paqueteo 3-5 Kl.;Pasto;101
2020-01-06;Paquetes 1-2 Kl. (ME);Pasto;194
2020-01-06;Radicación de Documentos;Pasto;68
2020-01-06;Firma de Documentos;Pereira;36
2020-01-06;Mensajeria;Pereira;765
2020-01-06;Mercancia;Pereira;5625
2020-01-06;Paqueteo 3-5 Kl.;Pereira;212
2020-01-06;Paquetes 1-2 Kl. (ME);Pereira;1074
2020-01-06;Radicación de Documentos;Pereira;190
2020-01-06;Firma de Documentos;Sincelejo;33
2020-01-06;Mensajeria;Sincelejo;697
2020-01-06;Mercancia;Sincelejo;1405
2020-01-06;Paqueteo 3-5 Kl.;Sincelejo;227
2020-01-06;Paquetes 1-2 Kl. (ME);Sincelejo;556
2020-01-06;Radicación de Documentos;Sincelejo;139
2020-01-06;Firma de Documentos;Turbaco;86
2020-01-06;Mensajeria;Turbaco;729
2020-01-06;Mercancia;Turbaco;4128
2020-01-06;Mercancia Aerea;Turbaco;2
2020-01-06;Paqueteo 3-5 Kl.;Turbaco;235
2020-01-06;Paquetes 1-2 Kl. (ME);Turbaco;856
2020-01-06;Radicación de Documentos;Turbaco;128
2020-01-06;Firma de Documentos;Yumbo;160
2020-01-06;Mensajeria;Yumbo;2532
2020-01-06;Mercancia;Yumbo;27479
2020-01-06;Mercancia Aerea;Yumbo;28
2020-01-06;Paqueteo 3-5 Kl.;Yumbo;1510
2020-01-06;Paquetes 1-2 Kl. (ME);Yumbo;5387
2020-01-06;Radicación de Documentos;Yumbo;487
2019-12-30;Firma de Documentos;Barranquilla;69
2019-12-30;Mensajeria;Barranquilla;693
2019-12-30;Mercancia;Barranquilla;5641
2019-12-30;Mercancia Aerea;Barranquilla;4
2019-12-30;Paqueteo 3-5 Kl.;Barranquilla;453
2019-12-30;Paquetes 1-2 Kl. (ME);Barranquilla;1991
2019-12-30;Radicación de Documentos;Barranquilla;224
2019-12-30;Firma de Documentos;Bogota;151
2019-12-30;Mensajeria;Bogota;3941
2019-12-30;Mercancia;Bogota;73823
2019-12-30;Mercancia Aerea;Bogota;218
2019-12-30;Paqueteo 3-5 Kl.;Bogota;6548
2019-12-30;Paquetes 1-2 Kl. (ME);Bogota;14677
2019-12-30;Radicación de Documentos;Bogota;386
2019-12-30;Firma de Documentos;Bosconia;1
2019-12-30;Mensajeria;Bosconia;133
2019-12-30;Mercancia;Bosconia;377
2019-12-30;Paqueteo 3-5 Kl.;Bosconia;50
2019-12-30;Paquetes 1-2 Kl. (ME);Bosconia;147
2019-12-30;Radicación de Documentos;Bosconia;49
2019-12-30;Firma de Documentos;Bucaramanga;31
2019-12-30;Mensajeria;Bucaramanga;601
2019-12-30;Mercancia;Bucaramanga;1734
2019-12-30;Mercancia Aerea;Bucaramanga;4
2019-12-30;Paqueteo 3-5 Kl.;Bucaramanga;396
2019-12-30;Paquetes 1-2 Kl. (ME);Bucaramanga;1062
2019-12-30;Radicación de Documentos;Bucaramanga;185
2019-12-30;Mensajeria;Cienaga;103
2019-12-30;Mercancia;Cienaga;517
2019-12-30;Paqueteo 3-5 Kl.;Cienaga;49
2019-12-30;Paquetes 1-2 Kl. (ME);Cienaga;166
2019-12-30;Radicación de Documentos;Cienaga;21
2019-12-30;Mensajeria;Cucuta;145
2019-12-30;Mercancia;Cucuta;778
2019-12-30;Paqueteo 3-5 Kl.;Cucuta;74
2019-12-30;Paquetes 1-2 Kl. (ME);Cucuta;191
2019-12-30;Radicación de Documentos;Cucuta;56
2019-12-30;Firma de Documentos;Ibague;1
2019-12-30;Mensajeria;Ibague;116
2019-12-30;Mercancia;Ibague;625
2019-12-30;Paqueteo 3-5 Kl.;Ibague;55
2019-12-30;Paquetes 1-2 Kl. (ME);Ibague;209
2019-12-30;Radicación de Documentos;Ibague;92
2019-12-30;Firma de Documentos;Manizales;4
2019-12-30;Mensajeria;Manizales;135
2019-12-30;Mercancia;Manizales;1951
2019-12-30;Paqueteo 3-5 Kl.;Manizales;71
2019-12-30;Paquetes 1-2 Kl. (ME);Manizales;272
2019-12-30;Radicación de Documentos;Manizales;49
2019-12-30;Firma de Documentos;Medellin;159
2019-12-30;Mensajeria;Medellin;3115
2019-12-30;Mercancia;Medellin;31988
2019-12-30;Mercancia Aerea;Medellin;13
2019-12-30;Paqueteo 3-5 Kl.;Medellin;2987
2019-12-30;Paquetes 1-2 Kl. (ME);Medellin;21891
2019-12-30;Radicación de Documentos;Medellin;335
2019-12-30;Firma de Documentos;Neiva;2
2019-12-30;Mensajeria;Neiva;167
2019-12-30;Mercancia;Neiva;403
2019-12-30;Paqueteo 3-5 Kl.;Neiva;31
2019-12-30;Paquetes 1-2 Kl. (ME);Neiva;70
2019-12-30;Radicación de Documentos;Neiva;70
2019-12-30;Firma de Documentos;Pasto;2
2019-12-30;Mensajeria;Pasto;132
2019-12-30;Mercancia;Pasto;422
2019-12-30;Paqueteo 3-5 Kl.;Pasto;51
2019-12-30;Paquetes 1-2 Kl. (ME);Pasto;138
2019-12-30;Radicación de Documentos;Pasto;52
2019-12-30;Firma de Documentos;Pereira;20
2019-12-30;Mensajeria;Pereira;604
2019-12-30;Mercancia;Pereira;2829
2019-12-30;Paqueteo 3-5 Kl.;Pereira;157
2019-12-30;Paquetes 1-2 Kl. (ME);Pereira;830
2019-12-30;Radicación de Documentos;Pereira;133
2019-12-30;Firma de Documentos;Sincelejo;16
2019-12-30;Mensajeria;Sincelejo;597
2019-12-30;Mercancia;Sincelejo;694
2019-12-30;Paqueteo 3-5 Kl.;Sincelejo;142
2019-12-30;Paquetes 1-2 Kl. (ME);Sincelejo;392
2019-12-30;Radicación de Documentos;Sincelejo;85
2019-12-30;Firma de Documentos;Turbaco;14
2019-12-30;Mensajeria;Turbaco;519
2019-12-30;Mercancia;Turbaco;1663
2019-12-30;Mercancia Aerea;Turbaco;2
2019-12-30;Paqueteo 3-5 Kl.;Turbaco;159
2019-12-30;Paquetes 1-2 Kl. (ME);Turbaco;504
2019-12-30;Radicación de Documentos;Turbaco;107
2019-12-30;Firma de Documentos;Yumbo;133
2019-12-30;Mensajeria;Yumbo;1716
2019-12-30;Mercancia;Yumbo;20066
2019-12-30;Mercancia Aerea;Yumbo;20
2019-12-30;Paqueteo 3-5 Kl.;Yumbo;740
2019-12-30;Paquetes 1-2 Kl. (ME);Yumbo;3095
2019-12-30;Radicación de Documentos;Yumbo;334
2019-12-23;Firma de Documentos;Barranquilla;34
2019-12-23;Mensajeria;Barranquilla;1051
2019-12-23;Mercancia;Barranquilla;7738
2019-12-23;Mercancia Aerea;Barranquilla;1
2019-12-23;Paqueteo 3-5 Kl.;Barranquilla;697
2019-12-23;Paquetes 1-2 Kl. (ME);Barranquilla;2419
2019-12-23;Radicación de Documentos;Barranquilla;373
2019-12-23;Firma de Documentos;Bogota;306
2019-12-23;Mensajeria;Bogota;5734
2019-12-23;Mercancia;Bogota;92941
2019-12-23;Mercancia Aerea;Bogota;276
2019-12-23;Paqueteo 3-5 Kl.;Bogota;5563
2019-12-23;Paquetes 1-2 Kl. (ME);Bogota;21872
2019-12-23;Radicación de Documentos;Bogota;989
2019-12-23;Mensajeria;Bosconia;180
2019-12-23;Mercancia;Bosconia;298
2019-12-23;Paqueteo 3-5 Kl.;Bosconia;30
2019-12-23;Paquetes 1-2 Kl. (ME);Bosconia;98
2019-12-23;Radicación de Documentos;Bosconia;124
2019-12-23;Firma de Documentos;Bucaramanga;25
2019-12-23;Mensajeria;Bucaramanga;609
2019-12-23;Mercancia;Bucaramanga;2398
2019-12-23;Mercancia Aerea;Bucaramanga;4
2019-12-23;Paqueteo 3-5 Kl.;Bucaramanga;559
2019-12-23;Paquetes 1-2 Kl. (ME);Bucaramanga;1186
2019-12-23;Radicación de Documentos;Bucaramanga;338
2019-12-23;Mensajeria;Cienaga;118
2019-12-23;Mercancia;Cienaga;601
2019-12-23;Paqueteo 3-5 Kl.;Cienaga;82
2019-12-23;Paquetes 1-2 Kl. (ME);Cienaga;247
2019-12-23;Radicación de Documentos;Cienaga;18
2019-12-23;Firma de Documentos;Cucuta;12
2019-12-23;Mensajeria;Cucuta;157
2019-12-23;Mercancia;Cucuta;1204
2019-12-23;Paqueteo 3-5 Kl.;Cucuta;141
2019-12-23;Paquetes 1-2 Kl. (ME);Cucuta;258
2019-12-23;Radicación de Documentos;Cucuta;103
2019-12-23;Firma de Documentos;Ibague;3
2019-12-23;Mensajeria;Ibague;188
2019-12-23;Mercancia;Ibague;856
2019-12-23;Paqueteo 3-5 Kl.;Ibague;67
2019-12-23;Paquetes 1-2 Kl. (ME);Ibague;280
2019-12-23;Radicación de Documentos;Ibague;146
2019-12-23;Firma de Documentos;Manizales;16
2019-12-23;Mensajeria;Manizales;214
2019-12-23;Mercancia;Manizales;5055
2019-12-23;Paqueteo 3-5 Kl.;Manizales;102
2019-12-23;Paquetes 1-2 Kl. (ME);Manizales;334
2019-12-23;Radicación de Documentos;Manizales;94
2019-12-23;Firma de Documentos;Medellin;225
2019-12-23;Mensajeria;Medellin;3812
2019-12-23;Mercancia;Medellin;51385
2019-12-23;Mercancia Aerea;Medellin;17
2019-12-23;Paqueteo 3-5 Kl.;Medellin;4626
2019-12-23;Paquetes 1-2 Kl. (ME);Medellin;22586
2019-12-23;Radicación de Documentos;Medellin;624
2019-12-23;Firma de Documentos;Neiva;2
2019-12-23;Mensajeria;Neiva;180
2019-12-23;Mercancia;Neiva;488
2019-12-23;Paqueteo 3-5 Kl.;Neiva;45
2019-12-23;Paquetes 1-2 Kl. (ME);Neiva;97
2019-12-23;Radicación de Documentos;Neiva;49
2019-12-23;Firma de Documentos;Pasto;1
2019-12-23;Mensajeria;Pasto;162
2019-12-23;Mercancia;Pasto;390
2019-12-23;Paqueteo 3-5 Kl.;Pasto;64
2019-12-23;Paquetes 1-2 Kl. (ME);Pasto;140
2019-12-23;Radicación de Documentos;Pasto;112
2019-12-23;Firma de Documentos;Pereira;16
2019-12-23;Mensajeria;Pereira;702
2019-12-23;Mercancia;Pereira;5609
2019-12-23;Paqueteo 3-5 Kl.;Pereira;196
2019-12-23;Paquetes 1-2 Kl. (ME);Pereira;1061
2019-12-23;Radicación de Documentos;Pereira;257
2019-12-23;Firma de Documentos;Sincelejo;12
2019-12-23;Mensajeria;Sincelejo;565
2019-12-23;Mercancia;Sincelejo;1018
2019-12-23;Paqueteo 3-5 Kl.;Sincelejo;160
2019-12-23;Paquetes 1-2 Kl. (ME);Sincelejo;606
2019-12-23;Radicación de Documentos;Sincelejo;200
2019-12-23;Firma de Documentos;Turbaco;25
2019-12-23;Mensajeria;Turbaco;547
2019-12-23;Mercancia;Turbaco;3666
2019-12-23;Mercancia Aerea;Turbaco;1
2019-12-23;Paqueteo 3-5 Kl.;Turbaco;167
2019-12-23;Paquetes 1-2 Kl. (ME);Turbaco;681
2019-12-23;Radicación de Documentos;Turbaco;153
2019-12-23;Firma de Documentos;Yumbo;134
2019-12-23;Mensajeria;Yumbo;1746
2019-12-23;Mercancia;Yumbo;26641
2019-12-23;Mercancia Aerea;Yumbo;20
2019-12-23;Paqueteo 3-5 Kl.;Yumbo;1534
2019-12-23;Paquetes 1-2 Kl. (ME);Yumbo;4230
2019-12-23;Radicación de Documentos;Yumbo;628
2019-12-16;Firma de Documentos;Barranquilla;139
2019-12-16;Mensajeria;Barranquilla;1947
2019-12-16;Mercancia;Barranquilla;15591
2019-12-16;Mercancia Aerea;Barranquilla;5
2019-12-16;Paqueteo 3-5 Kl.;Barranquilla;1268
2019-12-16;Paquetes 1-2 Kl. (ME);Barranquilla;3981
2019-12-16;Radicación de Documentos;Barranquilla;572
2019-12-16;Firma de Documentos;Bogota;938
2019-12-16;Mensajeria;Bogota;9442
2019-12-16;Mercancia;Bogota;193783
2019-12-16;Mercancia Aerea;Bogota;200
2019-12-16;Paqueteo 3-5 Kl.;Bogota;13128
2019-12-16;Paquetes 1-2 Kl. (ME);Bogota;39966
2019-12-16;Radicación de Documentos;Bogota;2100
2019-12-16;Mensajeria;Bosconia;189
2019-12-16;Mercancia;Bosconia;496
2019-12-16;Paqueteo 3-5 Kl.;Bosconia;90
2019-12-16;Paquetes 1-2 Kl. (ME);Bosconia;249
2019-12-16;Radicación de Documentos;Bosconia;53
2019-12-16;Firma de Documentos;Bucaramanga;54
2019-12-16;Mensajeria;Bucaramanga;927
2019-12-16;Mercancia;Bucaramanga;5325
2019-12-16;Mercancia Aerea;Bucaramanga;2
2019-12-16;Paqueteo 3-5 Kl.;Bucaramanga;989
2019-12-16;Paquetes 1-2 Kl. (ME);Bucaramanga;2168
2019-12-16;Radicación de Documentos;Bucaramanga;482
2019-12-16;Firma de Documentos;Cienaga;2
2019-12-16;Mensajeria;Cienaga;154
2019-12-16;Mercancia;Cienaga;740
2019-12-16;Paqueteo 3-5 Kl.;Cienaga;87
2019-12-16;Paquetes 1-2 Kl. (ME);Cienaga;282
2019-12-16;Radicación de Documentos;Cienaga;35
2019-12-16;Firma de Documentos;Cucuta;12
2019-12-16;Mensajeria;Cucuta;184
2019-12-16;Mercancia;Cucuta;1323
2019-12-16;Paqueteo 3-5 Kl.;Cucuta;947
2019-12-16;Paquetes 1-2 Kl. (ME);Cucuta;905
2019-12-16;Radicación de Documentos;Cucuta;219
2019-12-16;Firma de Documentos;Ibague;3
2019-12-16;Mensajeria;Ibague;222
2019-12-16;Mercancia;Ibague;1558
2019-12-16;Mercancia Aerea;Ibague;4
2019-12-16;Paqueteo 3-5 Kl.;Ibague;155
2019-12-16;Paquetes 1-2 Kl. (ME);Ibague;496
2019-12-16;Radicación de Documentos;Ibague;188
2019-12-16;Firma de Documentos;Manizales;6
2019-12-16;Mensajeria;Manizales;249
2019-12-16;Mercancia;Manizales;4723
2019-12-16;Paqueteo 3-5 Kl.;Manizales;109
2019-12-16;Paquetes 1-2 Kl. (ME);Manizales;499
2019-12-16;Radicación de Documentos;Manizales;179
2019-12-16;Firma de Documentos;Medellin;662
2019-12-16;Mensajeria;Medellin;11041
2019-12-16;Mercancia;Medellin;95060
2019-12-16;Mercancia Aerea;Medellin;64
2019-12-16;Paqueteo 3-5 Kl.;Medellin;14172
2019-12-16;Paquetes 1-2 Kl. (ME);Medellin;41074
2019-12-16;Radicación de Documentos;Medellin;1568
2019-12-16;Firma de Documentos;Neiva;4
2019-12-16;Mensajeria;Neiva;224
2019-12-16;Mercancia;Neiva;730
2019-12-16;Paqueteo 3-5 Kl.;Neiva;69
2019-12-16;Paquetes 1-2 Kl. (ME);Neiva;188
2019-12-16;Radicación de Documentos;Neiva;203
2019-12-16;Firma de Documentos;Pasto;4
2019-12-16;Mensajeria;Pasto;216
2019-12-16;Mercancia;Pasto;676
2019-12-16;Paqueteo 3-5 Kl.;Pasto;131
2019-12-16;Paquetes 1-2 Kl. (ME);Pasto;407
2019-12-16;Radicación de Documentos;Pasto;169
2019-12-16;Firma de Documentos;Pereira;57
2019-12-16;Mensajeria;Pereira;1034
2019-12-16;Mercancia;Pereira;10753
2019-12-16;Mercancia Aerea;Pereira;1
2019-12-16;Paqueteo 3-5 Kl.;Pereira;456
2019-12-16;Paquetes 1-2 Kl. (ME);Pereira;1881
2019-12-16;Radicación de Documentos;Pereira;442
2019-12-16;Firma de Documentos;Sincelejo;16
2019-12-16;Mensajeria;Sincelejo;933
2019-12-16;Mercancia;Sincelejo;1938
2019-12-16;Paqueteo 3-5 Kl.;Sincelejo;336
2019-12-16;Paquetes 1-2 Kl. (ME);Sincelejo;815
2019-12-16;Radicación de Documentos;Sincelejo;284
2019-12-16;Firma de Documentos;Turbaco;110
2019-12-16;Mensajeria;Turbaco;887
2019-12-16;Mercancia;Turbaco;9224
2019-12-16;Mercancia Aerea;Turbaco;18
2019-12-16;Paqueteo 3-5 Kl.;Turbaco;391
2019-12-16;Paquetes 1-2 Kl. (ME);Turbaco;1079
2019-12-16;Radicación de Documentos;Turbaco;265
2019-12-16;Firma de Documentos;Yumbo;339
2019-12-16;Mensajeria;Yumbo;3381
2019-12-16;Mercancia;Yumbo;60902
2019-12-16;Mercancia Aerea;Yumbo;30
2019-12-16;Paqueteo 3-5 Kl.;Yumbo;3572
2019-12-16;Paquetes 1-2 Kl. (ME);Yumbo;9029
2019-12-16;Radicación de Documentos;Yumbo;897
2019-12-09;Firma de Documentos;Barranquilla;159
2019-12-09;Mensajeria;Barranquilla;2170
2019-12-09;Mercancia;Barranquilla;17646
2019-12-09;Mercancia Aerea;Barranquilla;6
2019-12-09;Paqueteo 3-5 Kl.;Barranquilla;1249
2019-12-09;Paquetes 1-2 Kl. (ME);Barranquilla;3309
2019-12-09;Radicación de Documentos;Barranquilla;494
2019-12-09;Firma de Documentos;Bogota;890
2019-12-09;Mensajeria;Bogota;9639
2019-12-09;Mercancia;Bogota;199806
2019-12-09;Mercancia Aerea;Bogota;450
2019-12-09;Paqueteo 3-5 Kl.;Bogota;13549
2019-12-09;Paquetes 1-2 Kl. (ME);Bogota;39879
2019-12-09;Radicación de Documentos;Bogota;1827
2019-12-09;Mensajeria;Bosconia;264
2019-12-09;Mercancia;Bosconia;843
2019-12-09;Paqueteo 3-5 Kl.;Bosconia;138
2019-12-09;Paquetes 1-2 Kl. (ME);Bosconia;266
2019-12-09;Radicación de Documentos;Bosconia;101
2019-12-09;Firma de Documentos;Bucaramanga;30
2019-12-09;Mensajeria;Bucaramanga;883
2019-12-09;Mercancia;Bucaramanga;6259
2019-12-09;Mercancia Aerea;Bucaramanga;2
2019-12-09;Paqueteo 3-5 Kl.;Bucaramanga;1000
2019-12-09;Paquetes 1-2 Kl. (ME);Bucaramanga;1979
2019-12-09;Radicación de Documentos;Bucaramanga;516
2019-12-09;Mensajeria;Cienaga;253
2019-12-09;Mercancia;Cienaga;1031
2019-12-09;Paqueteo 3-5 Kl.;Cienaga;65
2019-12-09;Paquetes 1-2 Kl. (ME);Cienaga;400
2019-12-09;Radicación de Documentos;Cienaga;45
2019-12-09;Firma de Documentos;Cucuta;15
2019-12-09;Mensajeria;Cucuta;204
2019-12-09;Mercancia;Cucuta;2178
2019-12-09;Paqueteo 3-5 Kl.;Cucuta;3481
2019-12-09;Paquetes 1-2 Kl. (ME);Cucuta;1205
2019-12-09;Radicación de Documentos;Cucuta;172
2019-12-09;Firma de Documentos;Ibague;5
2019-12-09;Mensajeria;Ibague;218
2019-12-09;Mercancia;Ibague;1946
2019-12-09;Mercancia Aerea;Ibague;6
2019-12-09;Paqueteo 3-5 Kl.;Ibague;162
2019-12-09;Paquetes 1-2 Kl. (ME);Ibague;498
2019-12-09;Radicación de Documentos;Ibague;236
2019-12-09;Firma de Documentos;Manizales;3
2019-12-09;Mensajeria;Manizales;261
2019-12-09;Mercancia;Manizales;4593
2019-12-09;Paqueteo 3-5 Kl.;Manizales;83
2019-12-09;Paquetes 1-2 Kl. (ME);Manizales;466
2019-12-09;Radicación de Documentos;Manizales;206
2019-12-09;Firma de Documentos;Medellin;712
2019-12-09;Mensajeria;Medellin;7700
2019-12-09;Mercancia;Medellin;91741
2019-12-09;Mercancia Aerea;Medellin;43
2019-12-09;Paqueteo 3-5 Kl.;Medellin;10738
2019-12-09;Paquetes 1-2 Kl. (ME);Medellin;38107
2019-12-09;Radicación de Documentos;Medellin;1627
2019-12-09;Firma de Documentos;Neiva;3
2019-12-09;Mensajeria;Neiva;208
2019-12-09;Mercancia;Neiva;998
2019-12-09;Paqueteo 3-5 Kl.;Neiva;75
2019-12-09;Paquetes 1-2 Kl. (ME);Neiva;129
2019-12-09;Radicación de Documentos;Neiva;125
2019-12-09;Firma de Documentos;Pasto;1
2019-12-09;Mensajeria;Pasto;207
2019-12-09;Mercancia;Pasto;971
2019-12-09;Paqueteo 3-5 Kl.;Pasto;130
2019-12-09;Paquetes 1-2 Kl. (ME);Pasto;353
2019-12-09;Radicación de Documentos;Pasto;170
2019-12-09;Firma de Documentos;Pereira;72
2019-12-09;Mensajeria;Pereira;1071
2019-12-09;Mercancia;Pereira;10809
2019-12-09;Mercancia Aerea;Pereira;3
2019-12-09;Paqueteo 3-5 Kl.;Pereira;383
2019-12-09;Paquetes 1-2 Kl. (ME);Pereira;1767
2019-12-09;Radicación de Documentos;Pereira;412
2019-12-09;Firma de Documentos;Sincelejo;20
2019-12-09;Mensajeria;Sincelejo;1029
2019-12-09;Mercancia;Sincelejo;2066
2019-12-09;Paqueteo 3-5 Kl.;Sincelejo;343
2019-12-09;Paquetes 1-2 Kl. (ME);Sincelejo;764
2019-12-09;Radicación de Documentos;Sincelejo;265
2019-12-09;Firma de Documentos;Turbaco;76
2019-12-09;Mensajeria;Turbaco;936
2019-12-09;Mercancia;Turbaco;12862
2019-12-09;Mercancia Aerea;Turbaco;3
2019-12-09;Paqueteo 3-5 Kl.;Turbaco;321
2019-12-09;Paquetes 1-2 Kl. (ME);Turbaco;1128
2019-12-09;Radicación de Documentos;Turbaco;276
2019-12-09;Firma de Documentos;Yumbo;215
2019-12-09;Mensajeria;Yumbo;3347
2019-12-09;Mercancia;Yumbo;58373
2019-12-09;Mercancia Aerea;Yumbo;36
2019-12-09;Paqueteo 3-5 Kl.;Yumbo;2943
2019-12-09;Paquetes 1-2 Kl. (ME);Yumbo;8156
2019-12-09;Radicación de Documentos;Yumbo;1028
2019-12-02;Firma de Documentos;Barranquilla;211
2019-12-02;Mensajeria;Barranquilla;1911
2019-12-02;Mercancia;Barranquilla;15773
2019-12-02;Mercancia Aerea;Barranquilla;4
2019-12-02;Paqueteo 3-5 Kl.;Barranquilla;1305
2019-12-02;Paquetes 1-2 Kl. (ME);Barranquilla;3898
2019-12-02;Radicación de Documentos;Barranquilla;359
2019-12-02;Firma de Documentos;Bogota;731
2019-12-02;Mensajeria;Bogota;9619
2019-12-02;Mercancia;Bogota;200326
2019-12-02;Mercancia Aerea;Bogota;391
2019-12-02;Paqueteo 3-5 Kl.;Bogota;16445
2019-12-02;Paquetes 1-2 Kl. (ME);Bogota;55382
2019-12-02;Radicación de Documentos;Bogota;1435
2019-12-02;Mensajeria;Bosconia;184
2019-12-02;Mercancia;Bosconia;589
2019-12-02;Paqueteo 3-5 Kl.;Bosconia;36
2019-12-02;Paquetes 1-2 Kl. (ME);Bosconia;136
2019-12-02;Radicación de Documentos;Bosconia;31
2019-12-02;Firma de Documentos;Bucaramanga;50
2019-12-02;Mensajeria;Bucaramanga;1021
2019-12-02;Mercancia;Bucaramanga;7000
2019-12-02;Mercancia Aerea;Bucaramanga;1
2019-12-02;Paqueteo 3-5 Kl.;Bucaramanga;876
2019-12-02;Paquetes 1-2 Kl. (ME);Bucaramanga;2226
2019-12-02;Radicación de Documentos;Bucaramanga;451
2019-12-02;Firma de Documentos;Cienaga;1
2019-12-02;Mensajeria;Cienaga;139
2019-12-02;Mercancia;Cienaga;771
2019-12-02;Paqueteo 3-5 Kl.;Cienaga;41
2019-12-02;Paquetes 1-2 Kl. (ME);Cienaga;154
2019-12-02;Radicación de Documentos;Cienaga;19
2019-12-02;Firma de Documentos;Cucuta;14
2019-12-02;Mensajeria;Cucuta;239
2019-12-02;Mercancia;Cucuta;2498
2019-12-02;Paqueteo 3-5 Kl.;Cucuta;5027
2019-12-02;Paquetes 1-2 Kl. (ME);Cucuta;1082
2019-12-02;Radicación de Documentos;Cucuta;130
2019-12-02;Firma de Documentos;Ibague;3
2019-12-02;Mensajeria;Ibague;263
2019-12-02;Mercancia;Ibague;1686
2019-12-02;Mercancia Aerea;Ibague;2
2019-12-02;Paqueteo 3-5 Kl.;Ibague;119
2019-12-02;Paquetes 1-2 Kl. (ME);Ibague;458
2019-12-02;Radicación de Documentos;Ibague;236
2019-12-02;Firma de Documentos;Manizales;4
2019-12-02;Mensajeria;Manizales;273
2019-12-02;Mercancia;Manizales;4982
2019-12-02;Paqueteo 3-5 Kl.;Manizales;65
2019-12-02;Paquetes 1-2 Kl. (ME);Manizales;487
2019-12-02;Radicación de Documentos;Manizales;133
2019-12-02;Firma de Documentos;Medellin;627
2019-12-02;Mensajeria;Medellin;6677
2019-12-02;Mercancia;Medellin;91909
2019-12-02;Mercancia Aerea;Medellin;75
2019-12-02;Paqueteo 3-5 Kl.;Medellin;9978
2019-12-02;Paquetes 1-2 Kl. (ME);Medellin;74929
2019-12-02;Radicación de Documentos;Medellin;1352
2019-12-02;Mensajeria;Neiva;207
2019-12-02;Mercancia;Neiva;1002
2019-12-02;Paqueteo 3-5 Kl.;Neiva;48
2019-12-02;Paquetes 1-2 Kl. (ME);Neiva;139
2019-12-02;Radicación de Documentos;Neiva;127
2019-12-02;Firma de Documentos;Pasto;1
2019-12-02;Mensajeria;Pasto;210
2019-12-02;Mercancia;Pasto;988
2019-12-02;Paqueteo 3-5 Kl.;Pasto;125
2019-12-02;Paquetes 1-2 Kl. (ME);Pasto;400
2019-12-02;Radicación de Documentos;Pasto;162
2019-12-02;Firma de Documentos;Pereira;67
2019-12-02;Mensajeria;Pereira;1166
2019-12-02;Mercancia;Pereira;10789
2019-12-02;Paqueteo 3-5 Kl.;Pereira;418
2019-12-02;Paquetes 1-2 Kl. (ME);Pereira;2109
2019-12-02;Radicación de Documentos;Pereira;332
2019-12-02;Firma de Documentos;Sincelejo;44
2019-12-02;Mensajeria;Sincelejo;1130
2019-12-02;Mercancia;Sincelejo;3091
2019-12-02;Paqueteo 3-5 Kl.;Sincelejo;321
2019-12-02;Paquetes 1-2 Kl. (ME);Sincelejo;749
2019-12-02;Radicación de Documentos;Sincelejo;253
2019-12-02;Firma de Documentos;Turbaco;85
2019-12-02;Mensajeria;Turbaco;1046
2019-12-02;Mercancia;Turbaco;10697
2019-12-02;Mercancia Aerea;Turbaco;74
2019-12-02;Paqueteo 3-5 Kl.;Turbaco;270
2019-12-02;Paquetes 1-2 Kl. (ME);Turbaco;1253
2019-12-02;Radicación de Documentos;Turbaco;198
2019-12-02;Firma de Documentos;Yumbo;218
2019-12-02;Mensajeria;Yumbo;3323
2019-12-02;Mercancia;Yumbo;50003
2019-12-02;Mercancia Aerea;Yumbo;46
2019-12-02;Paqueteo 3-5 Kl.;Yumbo;2825
2019-12-02;Paquetes 1-2 Kl. (ME);Yumbo;8581
2019-12-02;Radicación de Documentos;Yumbo;700
2019-11-25;Firma de Documentos;Barranquilla;116
2019-11-25;Mensajeria;Barranquilla;1492
2019-11-25;Mercancia;Barranquilla;12599
2019-11-25;Mercancia Aerea;Barranquilla;1
2019-11-25;Paqueteo 3-5 Kl.;Barranquilla;1052
2019-11-25;Paquetes 1-2 Kl. (ME);Barranquilla;3127
2019-11-25;Radicación de Documentos;Barranquilla;431
2019-11-25;Firma de Documentos;Bogota;715
2019-11-25;Mensajeria;Bogota;8725
2019-11-25;Mercancia;Bogota;184686
2019-11-25;Mercancia Aerea;Bogota;420
2019-11-25;Paqueteo 3-5 Kl.;Bogota;13388
2019-11-25;Paquetes 1-2 Kl. (ME);Bogota;38016
2019-11-25;Radicación de Documentos;Bogota;2342
2019-11-25;Mensajeria;Bosconia;174
2019-11-25;Mercancia;Bosconia;425
2019-11-25;Paqueteo 3-5 Kl.;Bosconia;45
2019-11-25;Paquetes 1-2 Kl. (ME);Bosconia;203
2019-11-25;Radicación de Documentos;Bosconia;97
2019-11-25;Firma de Documentos;Bucaramanga;36
2019-11-25;Mensajeria;Bucaramanga;910
2019-11-25;Mercancia;Bucaramanga;5855
2019-11-25;Mercancia Aerea;Bucaramanga;2
2019-11-25;Paqueteo 3-5 Kl.;Bucaramanga;744
2019-11-25;Paquetes 1-2 Kl. (ME);Bucaramanga;1790
2019-11-25;Radicación de Documentos;Bucaramanga;525
2019-11-25;Firma de Documentos;Cienaga;1
2019-11-25;Mensajeria;Cienaga;189
