Week;Terminal_origen;productoMaestro;recogidas
2019-03-26;Ibague;Mensajeria;192
2019-03-26;Ibague;Paquetes 1-2;112
2019-03-26;Ibague;Paqueteo 3-5;31
2019-03-26;Manizales;Mercancia;1037
2019-03-26;Manizales;Mensajeria;127
2019-03-26;Manizales;Paquetes 1-2;42
2019-03-26;Manizales;Paqueteo 3-5;23
2019-03-26;Medellin;Mercancia;10248
2019-03-26;Medellin;Paquetes 1-2;4029
2019-03-26;Medellin;Mensajeria;2023
2019-03-26;Medellin;Paqueteo 3-5;1344
2019-03-26;Pasto;Mensajeria;45
2019-03-26;Pasto;Mercancia;4
2019-03-26;Pasto;Paquetes 1-2;3
2019-03-26;Pereira;Mercancia;1681
2019-03-26;Pereira;Mensajeria;425
2019-03-26;Pereira;Paquetes 1-2;252
2019-03-26;Pereira;Paqueteo 3-5;53
2019-03-26;Sincelejo;Mercancia;318
2019-03-26;Sincelejo;Mensajeria;271
2019-03-26;Sincelejo;Paquetes 1-2;129
2019-03-26;Sincelejo;Paqueteo 3-5;51
2019-03-26;Turbaco;Mercancia;422
2019-03-26;Turbaco;Mensajeria;256
2019-03-26;Turbaco;Paquetes 1-2;161
2019-03-26;Turbaco;Paqueteo 3-5;49
2019-03-26;Yumbo;Mercancia;9819
2019-03-26;Yumbo;Paqueteo 3-5;3118
2019-03-26;Yumbo;Mensajeria;1006
2019-03-26;Yumbo;Paquetes 1-2;954
2019-03-25;Bogota;Mercancia;56
2019-03-25;Bogota;Mensajeria;13
2019-03-25;Bogota;Paqueteo 3-5;4
2019-03-25;Bogota;Paquetes 1-2;4
2019-03-25;Bosconia;Mensajeria;82
2019-03-25;Bosconia;Mercancia;58
2019-03-25;Bosconia;Paquetes 1-2;13
2019-03-25;Bosconia;Paqueteo 3-5;9
2019-03-25;Cienaga;Mensajeria;1
2019-03-25;Medellin;Mercancia;1
2019-03-25;Yumbo;Mercancia;3
2019-03-25;Yumbo;Paqueteo 3-5;1
2019-03-24;Bogota;Paquetes 1-2;4
2019-03-24;Bogota;Mercancia;2
2019-03-24;Cienaga;Mercancia;103
2019-03-24;Cienaga;Mensajeria;29
2019-03-24;Cienaga;Paquetes 1-2;23
2019-03-24;Cienaga;Paqueteo 3-5;8
2019-03-24;Ibague;Mercancia;127
2019-03-24;Medellin;Mercancia;20
2019-03-24;Medellin;Mensajeria;11
2019-03-24;Medellin;Paquetes 1-2;7
2019-03-24;Medellin;Paqueteo 3-5;2
2019-03-23;Barranquilla;Mercancia;929
2019-03-23;Barranquilla;Mensajeria;526
2019-03-23;Barranquilla;Paquetes 1-2;194
2019-03-23;Barranquilla;Paqueteo 3-5;103
2019-03-23;Bogota;Mercancia;14856
2019-03-23;Bogota;Paqueteo 3-5;2742
2019-03-23;Bogota;Paquetes 1-2;1663
2019-03-23;Bogota;Mensajeria;778
2019-03-23;Bosconia;Mercancia;100
2019-03-23;Bosconia;Mensajeria;36
2019-03-23;Bosconia;Paquetes 1-2;13
2019-03-23;Bosconia;Paqueteo 3-5;6
2019-03-23;Bucaramanga;Mercancia;481
2019-03-23;Bucaramanga;Mensajeria;285
2019-03-23;Bucaramanga;Paquetes 1-2;176
2019-03-23;Bucaramanga;Paqueteo 3-5;53
2019-03-23;Cienaga;Mercancia;17
2019-03-23;Cienaga;Mensajeria;12
2019-03-23;Cienaga;Paquetes 1-2;4
2019-03-23;Cienaga;Paqueteo 3-5;2
2019-03-23;Cucuta;Paquetes 1-2;248
2019-03-23;Cucuta;Mercancia;247
2019-03-23;Cucuta;Mensajeria;49
2019-03-23;Cucuta;Paqueteo 3-5;21
2019-03-23;Ibague;Mercancia;292
2019-03-23;Ibague;Mensajeria;184
2019-03-23;Ibague;Paquetes 1-2;44
2019-03-23;Ibague;Paqueteo 3-5;10
2019-03-23;Manizales;Mercancia;387
2019-03-23;Manizales;Mensajeria;66
2019-03-23;Manizales;Paquetes 1-2;28
2019-03-23;Medellin;Mercancia;5945
2019-03-23;Medellin;Paquetes 1-2;1757
2019-03-23;Medellin;Mensajeria;569
2019-03-23;Medellin;Paqueteo 3-5;401
2019-03-23;Pasto;Mercancia;117
2019-03-23;Pasto;Mensajeria;54
2019-03-23;Pasto;Paquetes 1-2;15
2019-03-23;Pasto;Paqueteo 3-5;10
2019-03-23;Pereira;Mercancia;947
2019-03-23;Pereira;Mensajeria;168
2019-03-23;Pereira;Paquetes 1-2;72
2019-03-23;Pereira;Paqueteo 3-5;34
2019-03-23;Sincelejo;Mercancia;225
2019-03-23;Sincelejo;Mensajeria;127
2019-03-23;Sincelejo;Paquetes 1-2;47
2019-03-23;Sincelejo;Paqueteo 3-5;24
2019-03-23;Turbaco;Mercancia;234
2019-03-23;Turbaco;Mensajeria;155
2019-03-23;Turbaco;Paquetes 1-2;60
2019-03-23;Turbaco;Paqueteo 3-5;34
2019-03-23;Yumbo;Mercancia;6131
2019-03-23;Yumbo;Paqueteo 3-5;1725
2019-03-23;Yumbo;Mensajeria;826
2019-03-23;Yumbo;Paquetes 1-2;305
2019-03-22;Barranquilla;Mercancia;2174
2019-03-22;Barranquilla;Mensajeria;581
2019-03-22;Barranquilla;Paquetes 1-2;431
2019-03-22;Barranquilla;Paqueteo 3-5;161
2019-03-22;Bogota;Mercancia;24082
2019-03-22;Bogota;Paquetes 1-2;4081
2019-03-22;Bogota;Mensajeria;2377
2019-03-22;Bogota;Paqueteo 3-5;1961
2019-03-22;Bosconia;Mercancia;83
2019-03-22;Bosconia;Mensajeria;50
2019-03-22;Bosconia;Paquetes 1-2;30
2019-03-22;Bosconia;Paqueteo 3-5;6
2019-03-22;Bucaramanga;Mercancia;943
2019-03-22;Bucaramanga;Mensajeria;322
2019-03-22;Bucaramanga;Paquetes 1-2;226
2019-03-22;Bucaramanga;Paqueteo 3-5;102
2019-03-22;Cienaga;Mercancia;162
2019-03-22;Cienaga;Mensajeria;132
2019-03-22;Cienaga;Paquetes 1-2;29
2019-03-22;Cienaga;Paqueteo 3-5;11
2019-03-22;Cucuta;Mercancia;336
2019-03-22;Cucuta;Paquetes 1-2;289
2019-03-22;Cucuta;Mensajeria;83
2019-03-22;Cucuta;Paqueteo 3-5;61
2019-03-22;Ibague;Mercancia;399
2019-03-22;Ibague;Mensajeria;175
2019-03-22;Ibague;Paquetes 1-2;88
2019-03-22;Ibague;Paqueteo 3-5;28
2019-03-22;Manizales;Mercancia;452
2019-03-22;Manizales;Mensajeria;107
2019-03-22;Manizales;Paquetes 1-2;63
2019-03-22;Manizales;Paqueteo 3-5;62
2019-03-22;Medellin;Mercancia;11353
2019-03-22;Medellin;Paquetes 1-2;2818
2019-03-22;Medellin;Mensajeria;1729
2019-03-22;Medellin;Paqueteo 3-5;1009
2019-03-22;Pasto;Mercancia;4
2019-03-22;Pasto;Mensajeria;1
2019-03-22;Pereira;Mercancia;1990
2019-03-22;Pereira;Mensajeria;383
2019-03-22;Pereira;Paquetes 1-2;165
2019-03-22;Pereira;Paqueteo 3-5;44
2019-03-22;Sincelejo;Mercancia;253
2019-03-22;Sincelejo;Mensajeria;216
2019-03-22;Sincelejo;Paquetes 1-2;95
2019-03-22;Sincelejo;Paqueteo 3-5;53
2019-03-22;Turbaco;Mercancia;352
2019-03-22;Turbaco;Mensajeria;264
2019-03-22;Turbaco;Paquetes 1-2;112
2019-03-22;Turbaco;Paqueteo 3-5;38
2019-03-22;Yumbo;Mercancia;8176
2019-03-22;Yumbo;Paqueteo 3-5;2776
2019-03-22;Yumbo;Mensajeria;716
2019-03-22;Yumbo;Paquetes 1-2;707
2019-03-21;Barranquilla;Mercancia;1953
2019-03-21;Barranquilla;Mensajeria;530
2019-03-21;Barranquilla;Paquetes 1-2;412
2019-03-21;Barranquilla;Paqueteo 3-5;156
2019-03-21;Bogota;Mercancia;23264
2019-03-21;Bogota;Paquetes 1-2;3199
2019-03-21;Bogota;Mensajeria;2497
2019-03-21;Bogota;Paqueteo 3-5;2128
2019-03-21;Bosconia;Mercancia;118
2019-03-21;Bosconia;Mensajeria;96
2019-03-21;Bosconia;Paquetes 1-2;35
2019-03-21;Bosconia;Paqueteo 3-5;10
2019-03-21;Bucaramanga;Mercancia;796
2019-03-21;Bucaramanga;Mensajeria;382
2019-03-21;Bucaramanga;Paquetes 1-2;308
2019-03-21;Bucaramanga;Paqueteo 3-5;120
2019-03-21;Cienaga;Mercancia;97
2019-03-21;Cienaga;Mensajeria;57
2019-03-21;Cienaga;Paquetes 1-2;42
2019-03-21;Cienaga;Paqueteo 3-5;15
2019-03-21;Cucuta;Mercancia;271
2019-03-21;Cucuta;Paquetes 1-2;163
2019-03-21;Cucuta;Mensajeria;104
2019-03-21;Cucuta;Paqueteo 3-5;34
2019-03-21;Ibague;Mercancia;584
2019-03-21;Ibague;Mensajeria;129
2019-03-21;Ibague;Paquetes 1-2;82
2019-03-21;Ibague;Paqueteo 3-5;18
2019-03-21;Manizales;Mercancia;331
2019-03-21;Manizales;Mensajeria;107
2019-03-21;Manizales;Paquetes 1-2;54
2019-03-21;Manizales;Paqueteo 3-5;22
2019-03-21;Medellin;Mercancia;10897
2019-03-21;Medellin;Paquetes 1-2;2723
2019-03-21;Medellin;Mensajeria;1600
2019-03-21;Medellin;Paqueteo 3-5;1241
2019-03-21;Pasto;Mercancia;86
2019-03-21;Pasto;Mensajeria;29
2019-03-21;Pasto;Paquetes 1-2;16
2019-03-21;Pasto;Paqueteo 3-5;6
2019-03-21;Pereira;Mercancia;1495
2019-03-21;Pereira;Mensajeria;309
2019-03-21;Pereira;Paquetes 1-2;192
2019-03-21;Pereira;Paqueteo 3-5;41
2019-03-21;Sincelejo;Mercancia;253
2019-03-21;Sincelejo;Mensajeria;194
2019-03-21;Sincelejo;Paquetes 1-2;116
2019-03-21;Sincelejo;Paqueteo 3-5;55
2019-03-21;Turbaco;Mercancia;401
2019-03-21;Turbaco;Mensajeria;228
2019-03-21;Turbaco;Paquetes 1-2;102
2019-03-21;Turbaco;Paqueteo 3-5;53
2019-03-21;Yumbo;Mercancia;8151
2019-03-21;Yumbo;Paqueteo 3-5;1535
2019-03-21;Yumbo;Mensajeria;850
2019-03-21;Yumbo;Paquetes 1-2;798
2019-03-20;Barranquilla;Mercancia;1778
2019-03-20;Barranquilla;Mensajeria;490
2019-03-20;Barranquilla;Paquetes 1-2;456
2019-03-20;Barranquilla;Paqueteo 3-5;194
2019-03-20;Bogota;Mercancia;24630
2019-03-20;Bogota;Paquetes 1-2;4185
2019-03-20;Bogota;Mensajeria;2305
2019-03-20;Bogota;Paqueteo 3-5;2023
2019-03-20;Bosconia;Mercancia;123
2019-03-20;Bosconia;Mensajeria;66
2019-03-20;Bosconia;Paquetes 1-2;13
2019-03-20;Bosconia;Paqueteo 3-5;11
2019-03-20;Bucaramanga;Mercancia;730
2019-03-20;Bucaramanga;Mensajeria;384
2019-03-20;Bucaramanga;Paquetes 1-2;252
2019-03-20;Bucaramanga;Paqueteo 3-5;115
2019-03-20;Cienaga;Mercancia;194
2019-03-20;Cienaga;Mensajeria;106
2019-03-20;Cienaga;Paquetes 1-2;25
2019-03-20;Cienaga;Paqueteo 3-5;21
2019-03-20;Cucuta;Paquetes 1-2;297
2019-03-20;Cucuta;Mercancia;260
2019-03-20;Cucuta;Mensajeria;64
2019-03-20;Cucuta;Paqueteo 3-5;53
2019-03-20;Ibague;Mercancia;282
2019-03-20;Ibague;Mensajeria;155
2019-03-20;Ibague;Paquetes 1-2;67
2019-03-20;Ibague;Paqueteo 3-5;17
2019-03-20;Manizales;Mercancia;2135
2019-03-20;Manizales;Paqueteo 3-5;129
2019-03-20;Manizales;Mensajeria;84
2019-03-20;Manizales;Paquetes 1-2;62
2019-03-20;Medellin;Mercancia;10449
2019-03-20;Medellin;Paquetes 1-2;2938
2019-03-20;Medellin;Mensajeria;1498
2019-03-20;Medellin;Paqueteo 3-5;1087
2019-03-20;Pasto;Mercancia;89
2019-03-20;Pasto;Mensajeria;34
2019-03-20;Pasto;Paquetes 1-2;11
2019-03-20;Pasto;Paqueteo 3-5;6
2019-03-20;Pereira;Mercancia;1552
2019-03-20;Pereira;Mensajeria;294
2019-03-20;Pereira;Paquetes 1-2;269
2019-03-20;Pereira;Paqueteo 3-5;39
2019-03-20;Sincelejo;Mercancia;235
2019-03-20;Sincelejo;Mensajeria;211
2019-03-20;Sincelejo;Paquetes 1-2;100
2019-03-20;Sincelejo;Paqueteo 3-5;44
2019-03-20;Turbaco;Mercancia;1787
2019-03-20;Turbaco;Mensajeria;184
2019-03-20;Turbaco;Paquetes 1-2;124
2019-03-20;Turbaco;Paqueteo 3-5;61
2019-03-20;Yumbo;Mercancia;10729
2019-03-20;Yumbo;Paqueteo 3-5;891
2019-03-20;Yumbo;Mensajeria;886
2019-03-20;Yumbo;Paquetes 1-2;763
2019-03-19;Barranquilla;Mercancia;2453
2019-03-19;Barranquilla;Mensajeria;664
2019-03-19;Barranquilla;Paquetes 1-2;539
2019-03-19;Barranquilla;Paqueteo 3-5;158
2019-03-19;Bogota;Mercancia;25950
2019-03-19;Bogota;Paquetes 1-2;4572
2019-03-19;Bogota;Mensajeria;2329
2019-03-19;Bogota;Paqueteo 3-5;2085
2019-03-19;Bosconia;Mensajeria;122
2019-03-19;Bosconia;Mercancia;110
2019-03-19;Bosconia;Paquetes 1-2;28
2019-03-19;Bosconia;Paqueteo 3-5;18
2019-03-19;Bucaramanga;Mercancia;611
2019-03-19;Bucaramanga;Paquetes 1-2;298
2019-03-19;Bucaramanga;Mensajeria;294
2019-03-19;Bucaramanga;Paqueteo 3-5;125
2019-03-19;Cienaga;Mensajeria;91
2019-03-19;Cienaga;Mercancia;44
2019-03-19;Cienaga;Paquetes 1-2;29
2019-03-19;Cienaga;Paqueteo 3-5;3
2019-03-19;Cucuta;Paquetes 1-2;282
2019-03-19;Cucuta;Mercancia;278
2019-03-19;Cucuta;Mensajeria;67
2019-03-19;Cucuta;Paqueteo 3-5;50
2019-03-19;Ibague;Mercancia;347
2019-03-19;Ibague;Mensajeria;140
2019-03-19;Ibague;Paquetes 1-2;78
2019-03-19;Ibague;Paqueteo 3-5;24
2019-03-19;Manizales;Mercancia;502
2019-03-19;Manizales;Mensajeria;105
2019-03-19;Manizales;Paquetes 1-2;46
2019-03-19;Manizales;Paqueteo 3-5;31
2019-03-19;Medellin;Mercancia;11178
2019-03-19;Medellin;Paquetes 1-2;3694
2019-03-19;Medellin;Mensajeria;1552
2019-03-19;Medellin;Paqueteo 3-5;1059
2019-03-19;Pasto;Mercancia;70
2019-03-19;Pasto;Mensajeria;40
2019-03-19;Pasto;Paquetes 1-2;23
2019-03-19;Pasto;Paqueteo 3-5;7
2019-03-19;Pereira;Mercancia;1565
2019-03-19;Pereira;Mensajeria;380
2019-03-19;Pereira;Paquetes 1-2;236
2019-03-19;Pereira;Paqueteo 3-5;56
2019-03-19;Sincelejo;Mercancia;256
2019-03-19;Sincelejo;Mensajeria;176
2019-03-19;Sincelejo;Paquetes 1-2;110
2019-03-19;Sincelejo;Paqueteo 3-5;62
2019-03-19;Turbaco;Mercancia;636
2019-03-19;Turbaco;Mensajeria;273
2019-03-19;Turbaco;Paquetes 1-2;105
2019-03-19;Turbaco;Paqueteo 3-5;54
2019-03-19;Yumbo;Mercancia;8276
2019-03-19;Yumbo;Paqueteo 3-5;1892
2019-03-19;Yumbo;Mensajeria;1116
2019-03-19;Yumbo;Paquetes 1-2;888
2019-03-18;Barranquilla;Mercancia;2391
2019-03-18;Barranquilla;Mensajeria;552
2019-03-18;Barranquilla;Paquetes 1-2;442
2019-03-18;Barranquilla;Paqueteo 3-5;172
2019-03-18;Bogota;Mercancia;22798
2019-03-18;Bogota;Paquetes 1-2;3574
2019-03-18;Bogota;Mensajeria;2800
2019-03-18;Bogota;Paqueteo 3-5;1534
2019-03-18;Bosconia;Mercancia;1
2019-03-18;Bosconia;Paquetes 1-2;1
2019-03-18;Bucaramanga;Mercancia;715
2019-03-18;Bucaramanga;Paquetes 1-2;405
2019-03-18;Bucaramanga;Mensajeria;290
2019-03-18;Bucaramanga;Paqueteo 3-5;152
2019-03-18;Cienaga;Mercancia;188
2019-03-18;Cienaga;Mensajeria;51
2019-03-18;Cienaga;Paquetes 1-2;15
2019-03-18;Cienaga;Paqueteo 3-5;9
2019-03-18;Cucuta;Paquetes 1-2;346
2019-03-18;Cucuta;Mercancia;183
2019-03-18;Cucuta;Mensajeria;100
2019-03-18;Cucuta;Paqueteo 3-5;64
2019-03-18;Ibague;Mercancia;636
2019-03-18;Ibague;Mensajeria;157
2019-03-18;Ibague;Paquetes 1-2;81
2019-03-18;Ibague;Paqueteo 3-5;36
2019-03-18;Manizales;Mercancia;671
2019-03-18;Manizales;Mensajeria;89
2019-03-18;Manizales;Paquetes 1-2;68
2019-03-18;Manizales;Paqueteo 3-5;13
2019-03-18;Medellin;Mercancia;9623
2019-03-18;Medellin;Paquetes 1-2;4188
2019-03-18;Medellin;Mensajeria;1506
2019-03-18;Medellin;Paqueteo 3-5;952
2019-03-18;Pasto;Mercancia;96
2019-03-18;Pasto;Mensajeria;36
2019-03-18;Pasto;Paquetes 1-2;15
2019-03-18;Pasto;Paqueteo 3-5;7
2019-03-18;Pereira;Mercancia;1666
2019-03-18;Pereira;Mensajeria;381
2019-03-18;Pereira;Paquetes 1-2;230
2019-03-18;Pereira;Paqueteo 3-5;66
2019-03-18;Sincelejo;Mensajeria;269
2019-03-18;Sincelejo;Mercancia;249
2019-03-18;Sincelejo;Paquetes 1-2;132
2019-03-18;Sincelejo;Paqueteo 3-5;49
2019-03-18;Turbaco;Mercancia;654
2019-03-18;Turbaco;Mensajeria;254
2019-03-18;Turbaco;Paquetes 1-2;154
2019-03-18;Turbaco;Paqueteo 3-5;54
2019-03-18;Yumbo;Mercancia;7507
2019-03-18;Yumbo;Paquetes 1-2;974
2019-03-18;Yumbo;Mensajeria;821
2019-03-18;Yumbo;Paqueteo 3-5;683
2019-03-17;Bogota;Mercancia;92
2019-03-17;Bogota;Paqueteo 3-5;1
2019-03-17;Bogota;Paquetes 1-2;1
2019-03-17;Bosconia;Mercancia;91
2019-03-17;Bosconia;Mensajeria;41
2019-03-17;Bosconia;Paqueteo 3-5;11
2019-03-17;Bosconia;Paquetes 1-2;9
2019-03-17;Cienaga;Mercancia;6
2019-03-17;Cienaga;Paquetes 1-2;2
2019-03-17;Medellin;Mercancia;16
2019-03-17;Medellin;Paquetes 1-2;3
2019-03-17;Medellin;Paqueteo 3-5;1
2019-03-17;Sincelejo;Mensajeria;1
2019-03-17;Sincelejo;Mercancia;1
2019-03-17;Sincelejo;Paquetes 1-2;1
2019-03-16;Barranquilla;Mercancia;1057
2019-03-16;Barranquilla;Mensajeria;280
2019-03-16;Barranquilla;Paquetes 1-2;158
2019-03-16;Barranquilla;Paqueteo 3-5;103
2019-03-16;Bogota;Mercancia;13732
2019-03-16;Bogota;Paquetes 1-2;1378
2019-03-16;Bogota;Paqueteo 3-5;1302
2019-03-16;Bogota;Mensajeria;758
2019-03-16;Bosconia;Mercancia;78
2019-03-16;Bosconia;Mensajeria;63
2019-03-16;Bosconia;Paquetes 1-2;8
2019-03-16;Bosconia;Paqueteo 3-5;5
2019-03-16;Bucaramanga;Mercancia;448
2019-03-16;Bucaramanga;Mensajeria;239
2019-03-16;Bucaramanga;Paquetes 1-2;124
2019-03-16;Bucaramanga;Paqueteo 3-5;57
2019-03-16;Cienaga;Mercancia;162
2019-03-16;Cienaga;Mensajeria;93
2019-03-16;Cienaga;Paquetes 1-2;32
2019-03-16;Cienaga;Paqueteo 3-5;8
2019-03-16;Cucuta;Paquetes 1-2;239
2019-03-16;Cucuta;Mercancia;206
2019-03-16;Cucuta;Mensajeria;66
2019-03-16;Cucuta;Paqueteo 3-5;38
2019-03-16;Ibague;Mercancia;251
2019-03-16;Ibague;Mensajeria;131
2019-03-16;Ibague;Paquetes 1-2;56
2019-03-16;Ibague;Paqueteo 3-5;14
2019-03-16;Manizales;Mercancia;702
2019-03-16;Manizales;Mensajeria;83
2019-03-16;Manizales;Paquetes 1-2;27
2019-03-16;Manizales;Paqueteo 3-5;3
2019-03-16;Medellin;Mercancia;5219
2019-03-16;Medellin;Paquetes 1-2;1581
2019-03-16;Medellin;Mensajeria;541
2019-03-16;Medellin;Paqueteo 3-5;370
2019-03-16;Pasto;Mercancia;70
2019-03-16;Pasto;Mensajeria;17
2019-03-16;Pasto;Paquetes 1-2;11
2019-03-16;Pasto;Paqueteo 3-5;2
2019-03-16;Pereira;Mercancia;852
2019-03-16;Pereira;Mensajeria;170
2019-03-16;Pereira;Paquetes 1-2;93
2019-03-16;Pereira;Paqueteo 3-5;27
2019-03-16;Sincelejo;Mercancia;151
2019-03-16;Sincelejo;Mensajeria;142
2019-03-16;Sincelejo;Paquetes 1-2;65
2019-03-16;Sincelejo;Paqueteo 3-5;31
2019-03-16;Turbaco;Mercancia;1738
2019-03-16;Turbaco;Mensajeria;169
2019-03-16;Turbaco;Paquetes 1-2;58
2019-03-16;Turbaco;Paqueteo 3-5;19
2019-03-16;Yumbo;Mercancia;4377
2019-03-16;Yumbo;Paqueteo 3-5;616
2019-03-16;Yumbo;Mensajeria;507
2019-03-16;Yumbo;Paquetes 1-2;378
2019-03-15;Barranquilla;Mercancia;2276
2019-03-15;Barranquilla;Mensajeria;674
2019-03-15;Barranquilla;Paquetes 1-2;354
2019-03-15;Barranquilla;Paqueteo 3-5;123
2019-03-15;Bogota;Mercancia;23821
2019-03-15;Bogota;Paquetes 1-2;3786
2019-03-15;Bogota;Mensajeria;2433
2019-03-15;Bogota;Paqueteo 3-5;1687
2019-03-15;Bosconia;Mercancia;130
2019-03-15;Bosconia;Mensajeria;43
2019-03-15;Bosconia;Paquetes 1-2;20
2019-03-15;Bosconia;Paqueteo 3-5;6
2019-03-15;Bucaramanga;Mercancia;708
2019-03-15;Bucaramanga;Mensajeria;361
2019-03-15;Bucaramanga;Paquetes 1-2;229
2019-03-15;Bucaramanga;Paqueteo 3-5;108
2019-03-15;Cienaga;Mercancia;90
2019-03-15;Cienaga;Mensajeria;49
2019-03-15;Cienaga;Paquetes 1-2;23
2019-03-15;Cienaga;Paqueteo 3-5;11
2019-03-15;Cucuta;Mercancia;352
2019-03-15;Cucuta;Paquetes 1-2;281
2019-03-15;Cucuta;Mensajeria;107
2019-03-15;Cucuta;Paqueteo 3-5;36
2019-03-15;Ibague;Mercancia;522
2019-03-15;Ibague;Mensajeria;163
2019-03-15;Ibague;Paquetes 1-2;86
2019-03-15;Ibague;Paqueteo 3-5;16
2019-03-15;Manizales;Mercancia;812
2019-03-15;Manizales;Mensajeria;108
2019-03-15;Manizales;Paquetes 1-2;54
2019-03-15;Manizales;Paqueteo 3-5;26
2019-03-15;Medellin;Mercancia;10916
2019-03-15;Medellin;Paquetes 1-2;3143
2019-03-15;Medellin;Mensajeria;1954
2019-03-15;Medellin;Paqueteo 3-5;1135
2019-03-15;Pasto;Mercancia;98
2019-03-15;Pasto;Mensajeria;64
2019-03-15;Pasto;Paquetes 1-2;29
2019-03-15;Pasto;Paqueteo 3-5;7
2019-03-15;Pereira;Mercancia;1972
2019-03-15;Pereira;Mensajeria;451
2019-03-15;Pereira;Paquetes 1-2;153
2019-03-15;Pereira;Paqueteo 3-5;41
2019-03-15;Sincelejo;Mercancia;367
2019-03-15;Sincelejo;Mensajeria;238
2019-03-15;Sincelejo;Paquetes 1-2;92
2019-03-15;Sincelejo;Paqueteo 3-5;51
2019-03-15;Turbaco;Mercancia;450
2019-03-15;Turbaco;Mensajeria;201
2019-03-15;Turbaco;Paquetes 1-2;62
2019-03-15;Turbaco;Paqueteo 3-5;35
2019-03-15;Yumbo;Mercancia;8958
2019-03-15;Yumbo;Paqueteo 3-5;1547
2019-03-15;Yumbo;Paquetes 1-2;886
2019-03-15;Yumbo;Mensajeria;856
2019-03-14;Barranquilla;Mercancia;2087
2019-03-14;Barranquilla;Mensajeria;484
2019-03-14;Barranquilla;Paquetes 1-2;387
2019-03-14;Barranquilla;Paqueteo 3-5;157
2019-03-14;Bogota;Mercancia;25422
2019-03-14;Bogota;Paquetes 1-2;3923
2019-03-14;Bogota;Mensajeria;2673
2019-03-14;Bogota;Paqueteo 3-5;2418
2019-03-14;Bosconia;Mercancia;174
2019-03-14;Bosconia;Mensajeria;51
2019-03-14;Bosconia;Paquetes 1-2;26
2019-03-14;Bosconia;Paqueteo 3-5;12
2019-03-14;Bucaramanga;Mercancia;742
2019-03-14;Bucaramanga;Mensajeria;352
2019-03-14;Bucaramanga;Paquetes 1-2;235
2019-03-14;Bucaramanga;Paqueteo 3-5;105
2019-03-14;Cienaga;Mercancia;293
2019-03-14;Cienaga;Mensajeria;111
2019-03-14;Cienaga;Paquetes 1-2;55
2019-03-14;Cienaga;Paqueteo 3-5;17
2019-03-14;Cucuta;Mercancia;349
2019-03-14;Cucuta;Paquetes 1-2;234
2019-03-14;Cucuta;Mensajeria;70
2019-03-14;Cucuta;Paqueteo 3-5;49
2019-03-14;Ibague;Mercancia;671
2019-03-14;Ibague;Mensajeria;130
2019-03-14;Ibague;Paquetes 1-2;76
2019-03-14;Ibague;Paqueteo 3-5;17
2019-03-14;Manizales;Mercancia;913
2019-03-14;Manizales;Mensajeria;110
2019-03-14;Manizales;Paquetes 1-2;40
2019-03-14;Manizales;Paqueteo 3-5;15
2019-03-14;Medellin;Mercancia;9509
2019-03-14;Medellin;Paquetes 1-2;2965
2019-03-14;Medellin;Mensajeria;1975
2019-03-14;Medellin;Paqueteo 3-5;972
2019-03-14;Pasto;Mercancia;150
2019-03-14;Pasto;Mensajeria;27
2019-03-14;Pasto;Paquetes 1-2;16
2019-03-14;Pasto;Paqueteo 3-5;3
2019-03-14;Pereira;Mercancia;1894
2019-03-14;Pereira;Mensajeria;321
2019-03-14;Pereira;Paquetes 1-2;151
2019-03-14;Pereira;Paqueteo 3-5;37
2019-03-14;Sincelejo;Mercancia;356
2019-03-14;Sincelejo;Mensajeria;264
2019-03-14;Sincelejo;Paquetes 1-2;102
2019-03-14;Sincelejo;Paqueteo 3-5;50
2019-03-14;Turbaco;Mercancia;2666
2019-03-14;Turbaco;Mensajeria;230
2019-03-14;Turbaco;Paquetes 1-2;109
2019-03-14;Turbaco;Paqueteo 3-5;49
2019-03-14;Yumbo;Mercancia;9537
2019-03-14;Yumbo;Paqueteo 3-5;1089
2019-03-14;Yumbo;Mensajeria;959
2019-03-14;Yumbo;Paquetes 1-2;720
2019-03-13;Barranquilla;Mercancia;2468
2019-03-13;Barranquilla;Mensajeria;439
2019-03-13;Barranquilla;Paquetes 1-2;349
2019-03-13;Barranquilla;Paqueteo 3-5;115
2019-03-13;Bogota;Mercancia;21632
2019-03-13;Bogota;Paquetes 1-2;3517
2019-03-13;Bogota;Mensajeria;2766
2019-03-13;Bogota;Paqueteo 3-5;2287
2019-03-13;Bosconia;Mercancia;113
2019-03-13;Bosconia;Mensajeria;55
2019-03-13;Bosconia;Paquetes 1-2;37
2019-03-13;Bosconia;Paqueteo 3-5;15
2019-03-13;Bucaramanga;Mercancia;805
2019-03-13;Bucaramanga;Mensajeria;277
2019-03-13;Bucaramanga;Paquetes 1-2;193
2019-03-13;Bucaramanga;Paqueteo 3-5;118
2019-03-13;Cienaga;Mercancia;94
2019-03-13;Cienaga;Mensajeria;47
2019-03-13;Cienaga;Paquetes 1-2;20
2019-03-13;Cienaga;Paqueteo 3-5;6
2019-03-13;Cucuta;Paquetes 1-2;287
2019-03-13;Cucuta;Mercancia;286
2019-03-13;Cucuta;Mensajeria;89
2019-03-13;Cucuta;Paqueteo 3-5;44
2019-03-13;Ibague;Mercancia;686
2019-03-13;Ibague;Mensajeria;186
2019-03-13;Ibague;Paquetes 1-2;61
