Week;Terminal_origen;productoMaestro;recogidas
2019-03-25;Manizales;Mensajeria;501
2019-03-25;Manizales;Paqueteo 3-5;249
2019-03-25;Manizales;Paquetes 1-2;225
2019-03-25;Medellin;Mercancia;47335
2019-03-25;Medellin;Paquetes 1-2;16644
2019-03-25;Medellin;Mensajeria;7720
2019-03-25;Medellin;Paqueteo 3-5;4977
2019-03-25;Pasto;Mensajeria;182
2019-03-25;Pasto;Mercancia;138
2019-03-25;Pasto;Paquetes 1-2;60
2019-03-25;Pasto;Paqueteo 3-5;25
2019-03-25;Pereira;Mercancia;7961
2019-03-25;Pereira;Mensajeria;1612
2019-03-25;Pereira;Paquetes 1-2;911
2019-03-25;Pereira;Paqueteo 3-5;230
2019-03-25;Sincelejo;Mercancia;1259
2019-03-25;Sincelejo;Mensajeria;1106
2019-03-25;Sincelejo;Paquetes 1-2;491
2019-03-25;Sincelejo;Paqueteo 3-5;233
2019-03-25;Turbaco;Mercancia;5896
2019-03-25;Turbaco;Mensajeria;1025
2019-03-25;Turbaco;Paquetes 1-2;544
2019-03-25;Turbaco;Paqueteo 3-5;232
2019-03-25;Yumbo;Mercancia;34266
2019-03-25;Yumbo;Paqueteo 3-5;7133
2019-03-25;Yumbo;Mensajeria;4053
2019-03-25;Yumbo;Paquetes 1-2;3762
2019-03-18;Barranquilla;Mercancia;11678
2019-03-18;Barranquilla;Mensajeria;3343
2019-03-18;Barranquilla;Paquetes 1-2;2474
2019-03-18;Barranquilla;Paqueteo 3-5;944
2019-03-18;Bogota;Mercancia;135582
2019-03-18;Bogota;Paquetes 1-2;21278
2019-03-18;Bogota;Mensajeria;13086
2019-03-18;Bogota;Paqueteo 3-5;12473
2019-03-18;Bosconia;Mercancia;535
2019-03-18;Bosconia;Mensajeria;370
2019-03-18;Bosconia;Paquetes 1-2;120
2019-03-18;Bosconia;Paqueteo 3-5;51
2019-03-18;Bucaramanga;Mercancia;4276
2019-03-18;Bucaramanga;Mensajeria;1957
2019-03-18;Bucaramanga;Paquetes 1-2;1665
2019-03-18;Bucaramanga;Paqueteo 3-5;667
2019-03-18;Cienaga;Mercancia;805
2019-03-18;Cienaga;Mensajeria;478
2019-03-18;Cienaga;Paquetes 1-2;167
2019-03-18;Cienaga;Paqueteo 3-5;69
2019-03-18;Cucuta;Paquetes 1-2;1625
2019-03-18;Cucuta;Mercancia;1575
2019-03-18;Cucuta;Mensajeria;467
2019-03-18;Cucuta;Paqueteo 3-5;283
2019-03-18;Ibague;Mercancia;2667
2019-03-18;Ibague;Mensajeria;940
2019-03-18;Ibague;Paquetes 1-2;440
2019-03-18;Ibague;Paqueteo 3-5;133
2019-03-18;Manizales;Mercancia;4478
2019-03-18;Manizales;Mensajeria;558
2019-03-18;Manizales;Paquetes 1-2;321
2019-03-18;Manizales;Paqueteo 3-5;257
2019-03-18;Medellin;Mercancia;59465
2019-03-18;Medellin;Paquetes 1-2;18125
2019-03-18;Medellin;Mensajeria;8465
2019-03-18;Medellin;Paqueteo 3-5;5751
2019-03-18;Pasto;Mercancia;462
2019-03-18;Pasto;Mensajeria;194
2019-03-18;Pasto;Paquetes 1-2;80
2019-03-18;Pasto;Paqueteo 3-5;36
2019-03-18;Pereira;Mercancia;9215
2019-03-18;Pereira;Mensajeria;1915
2019-03-18;Pereira;Paquetes 1-2;1164
2019-03-18;Pereira;Paqueteo 3-5;280
2019-03-18;Sincelejo;Mercancia;1471
2019-03-18;Sincelejo;Mensajeria;1193
2019-03-18;Sincelejo;Paquetes 1-2;600
2019-03-18;Sincelejo;Paqueteo 3-5;287
2019-03-18;Turbaco;Mercancia;4064
2019-03-18;Turbaco;Mensajeria;1358
2019-03-18;Turbaco;Paquetes 1-2;657
2019-03-18;Turbaco;Paqueteo 3-5;294
2019-03-18;Yumbo;Mercancia;48970
2019-03-18;Yumbo;Paqueteo 3-5;9502
2019-03-18;Yumbo;Mensajeria;5215
2019-03-18;Yumbo;Paquetes 1-2;4435
2019-03-11;Barranquilla;Mercancia;12312
2019-03-11;Barranquilla;Mensajeria;2874
2019-03-11;Barranquilla;Paquetes 1-2;2251
2019-03-11;Barranquilla;Paqueteo 3-5;905
2019-03-11;Bogota;Mercancia;134296
2019-03-11;Bogota;Paquetes 1-2;21368
2019-03-11;Bogota;Mensajeria;13453
2019-03-11;Bogota;Paqueteo 3-5;12138
2019-03-11;Bosconia;Mercancia;677
2019-03-11;Bosconia;Mensajeria;345
2019-03-11;Bosconia;Paquetes 1-2;119
2019-03-11;Bosconia;Paqueteo 3-5;57
2019-03-11;Bucaramanga;Mercancia;4276
2019-03-11;Bucaramanga;Mensajeria;1966
2019-03-11;Bucaramanga;Paquetes 1-2;1427
2019-03-11;Bucaramanga;Paqueteo 3-5;648
2019-03-11;Cienaga;Mercancia;940
2019-03-11;Cienaga;Mensajeria;375
2019-03-11;Cienaga;Paquetes 1-2;181
2019-03-11;Cienaga;Paqueteo 3-5;66
2019-03-11;Cucuta;Paquetes 1-2;1708
2019-03-11;Cucuta;Mercancia;1706
2019-03-11;Cucuta;Mensajeria;474
2019-03-11;Cucuta;Paqueteo 3-5;259
2019-03-11;Ibague;Mercancia;3205
2019-03-11;Ibague;Mensajeria;846
2019-03-11;Ibague;Paquetes 1-2;441
2019-03-11;Ibague;Paqueteo 3-5;119
2019-03-11;Manizales;Mercancia;6184
2019-03-11;Manizales;Mensajeria;624
2019-03-11;Manizales;Paquetes 1-2;275
2019-03-11;Manizales;Paqueteo 3-5;254
2019-03-11;Medellin;Mercancia;58450
2019-03-11;Medellin;Paquetes 1-2;18300
2019-03-11;Medellin;Mensajeria;10611
2019-03-11;Medellin;Paqueteo 3-5;6522
2019-03-11;Pasto;Mercancia;677
2019-03-11;Pasto;Mensajeria;323
2019-03-11;Pasto;Paquetes 1-2;145
2019-03-11;Pasto;Paqueteo 3-5;37
2019-03-11;Pereira;Mercancia;10679
2019-03-11;Pereira;Mensajeria;2039
2019-03-11;Pereira;Paquetes 1-2;1005
2019-03-11;Pereira;Paqueteo 3-5;240
2019-03-11;Sincelejo;Mercancia;1779
2019-03-11;Sincelejo;Mensajeria;1287
2019-03-11;Sincelejo;Paquetes 1-2;599
2019-03-11;Sincelejo;Paqueteo 3-5;298
2019-03-11;Turbaco;Mercancia;12289
2019-03-11;Turbaco;Mensajeria;1414
2019-03-11;Turbaco;Paquetes 1-2;583
2019-03-11;Turbaco;Paqueteo 3-5;230
2019-03-11;Yumbo;Mercancia;46443
2019-03-11;Yumbo;Paqueteo 3-5;7320
2019-03-11;Yumbo;Mensajeria;5243
2019-03-11;Yumbo;Paquetes 1-2;4535
2019-03-04;Barranquilla;Mercancia;9325
2019-03-04;Barranquilla;Mensajeria;2190
2019-03-04;Barranquilla;Paquetes 1-2;1859
2019-03-04;Barranquilla;Paqueteo 3-5;786
2019-03-04;Bogota;Mercancia;125524
2019-03-04;Bogota;Paquetes 1-2;23218
2019-03-04;Bogota;Mensajeria;14412
2019-03-04;Bogota;Paqueteo 3-5;11275
2019-03-04;Bosconia;Mercancia;534
2019-03-04;Bosconia;Mensajeria;329
2019-03-04;Bosconia;Paquetes 1-2;140
2019-03-04;Bosconia;Paqueteo 3-5;64
2019-03-04;Bucaramanga;Mercancia;3870
2019-03-04;Bucaramanga;Mensajeria;1703
2019-03-04;Bucaramanga;Paquetes 1-2;1384
2019-03-04;Bucaramanga;Paqueteo 3-5;641
2019-03-04;Cienaga;Mercancia;857
2019-03-04;Cienaga;Mensajeria;452
2019-03-04;Cienaga;Paquetes 1-2;246
2019-03-04;Cienaga;Paqueteo 3-5;101
2019-03-04;Cucuta;Paquetes 1-2;1817
2019-03-04;Cucuta;Mercancia;1622
2019-03-04;Cucuta;Mensajeria;445
2019-03-04;Cucuta;Paqueteo 3-5;231
2019-03-04;Ibague;Mercancia;2939
2019-03-04;Ibague;Mensajeria;811
2019-03-04;Ibague;Paquetes 1-2;431
2019-03-04;Ibague;Paqueteo 3-5;145
2019-03-04;Manizales;Mercancia;7075
2019-03-04;Manizales;Mensajeria;522
2019-03-04;Manizales;Paqueteo 3-5;483
2019-03-04;Manizales;Paquetes 1-2;324
2019-03-04;Medellin;Mercancia;62152
2019-03-04;Medellin;Paquetes 1-2;22677
2019-03-04;Medellin;Mensajeria;9747
2019-03-04;Medellin;Paqueteo 3-5;6450
2019-03-04;Pasto;Mercancia;885
2019-03-04;Pasto;Mensajeria;445
2019-03-04;Pasto;Paquetes 1-2;187
2019-03-04;Pasto;Paqueteo 3-5;43
2019-03-04;Pereira;Mercancia;10825
2019-03-04;Pereira;Mensajeria;1896
2019-03-04;Pereira;Paquetes 1-2;1057
2019-03-04;Pereira;Paqueteo 3-5;267
2019-03-04;Sincelejo;Mercancia;1901
2019-03-04;Sincelejo;Mensajeria;1281
2019-03-04;Sincelejo;Paquetes 1-2;591
2019-03-04;Sincelejo;Paqueteo 3-5;255
2019-03-04;Turbaco;Mercancia;4684
2019-03-04;Turbaco;Mensajeria;1421
2019-03-04;Turbaco;Paquetes 1-2;607
2019-03-04;Turbaco;Paqueteo 3-5;270
2019-03-04;Yumbo;Mercancia;42659
2019-03-04;Yumbo;Paquetes 1-2;4766
2019-03-04;Yumbo;Mensajeria;4545
2019-03-04;Yumbo;Paqueteo 3-5;4419
2019-02-25;Barranquilla;Mercancia;11011
2019-02-25;Barranquilla;Paquetes 1-2;2218
2019-02-25;Barranquilla;Mensajeria;2186
2019-02-25;Barranquilla;Paqueteo 3-5;838
2019-02-25;Bogota;Mercancia;137215
2019-02-25;Bogota;Paquetes 1-2;19407
2019-02-25;Bogota;Mensajeria;11737
2019-02-25;Bogota;Paqueteo 3-5;7457
2019-02-25;Bosconia;Mercancia;716
2019-02-25;Bosconia;Mensajeria;358
2019-02-25;Bosconia;Paquetes 1-2;178
2019-02-25;Bosconia;Paqueteo 3-5;52
2019-02-25;Bucaramanga;Mercancia;4305
2019-02-25;Bucaramanga;Mensajeria;1637
2019-02-25;Bucaramanga;Paquetes 1-2;1512
2019-02-25;Bucaramanga;Paqueteo 3-5;623
2019-02-25;Cienaga;Mercancia;864
2019-02-25;Cienaga;Mensajeria;329
2019-02-25;Cienaga;Paquetes 1-2;195
2019-02-25;Cienaga;Paqueteo 3-5;88
2019-02-25;Cucuta;Paquetes 1-2;1578
2019-02-25;Cucuta;Mercancia;1324
2019-02-25;Cucuta;Mensajeria;440
2019-02-25;Cucuta;Paqueteo 3-5;265
2019-02-25;Ibague;Mercancia;2872
2019-02-25;Ibague;Mensajeria;814
2019-02-25;Ibague;Paquetes 1-2;397
2019-02-25;Ibague;Paqueteo 3-5;121
2019-02-25;Manizales;Mercancia;8022
2019-02-25;Manizales;Mensajeria;484
2019-02-25;Manizales;Paqueteo 3-5;446
2019-02-25;Manizales;Paquetes 1-2;295
2019-02-25;Medellin;Mercancia;58647
2019-02-25;Medellin;Paquetes 1-2;18495
2019-02-25;Medellin;Mensajeria;8165
2019-02-25;Medellin;Paqueteo 3-5;5969
2019-02-25;Pasto;Mercancia;965
2019-02-25;Pasto;Mensajeria;413
2019-02-25;Pasto;Paquetes 1-2;165
2019-02-25;Pasto;Paqueteo 3-5;66
2019-02-25;Pereira;Mercancia;11405
2019-02-25;Pereira;Mensajeria;1709
2019-02-25;Pereira;Paquetes 1-2;1039
2019-02-25;Pereira;Paqueteo 3-5;253
2019-02-25;Sincelejo;Mercancia;1859
2019-02-25;Sincelejo;Mensajeria;1201
2019-02-25;Sincelejo;Paquetes 1-2;598
2019-02-25;Sincelejo;Paqueteo 3-5;258
2019-02-25;Turbaco;Mercancia;5340
2019-02-25;Turbaco;Mensajeria;1292
2019-02-25;Turbaco;Paquetes 1-2;570
2019-02-25;Turbaco;Paqueteo 3-5;230
2019-02-25;Yumbo;Mercancia;43969
2019-02-25;Yumbo;Mensajeria;4500
2019-02-25;Yumbo;Paquetes 1-2;4216
2019-02-25;Yumbo;Paqueteo 3-5;1780
2019-02-18;Barranquilla;Mercancia;10603
2019-02-18;Barranquilla;Mensajeria;2342
2019-02-18;Barranquilla;Paquetes 1-2;2234
2019-02-18;Barranquilla;Paqueteo 3-5;826
2019-02-18;Bogota;Mercancia;136420
2019-02-18;Bogota;Paquetes 1-2;18498
2019-02-18;Bogota;Mensajeria;12001
2019-02-18;Bogota;Paqueteo 3-5;6260
2019-02-18;Bosconia;Mercancia;572
2019-02-18;Bosconia;Mensajeria;308
2019-02-18;Bosconia;Paquetes 1-2;105
2019-02-18;Bosconia;Paqueteo 3-5;66
2019-02-18;Bucaramanga;Mercancia;4019
2019-02-18;Bucaramanga;Mensajeria;1610
2019-02-18;Bucaramanga;Paquetes 1-2;1310
2019-02-18;Bucaramanga;Paqueteo 3-5;528
2019-02-18;Cienaga;Mercancia;720
2019-02-18;Cienaga;Mensajeria;412
2019-02-18;Cienaga;Paquetes 1-2;171
2019-02-18;Cienaga;Paqueteo 3-5;74
2019-02-18;Cucuta;Paquetes 1-2;1391
2019-02-18;Cucuta;Mercancia;1352
2019-02-18;Cucuta;Mensajeria;390
2019-02-18;Cucuta;Paqueteo 3-5;232
2019-02-18;Ibague;Mercancia;2741
2019-02-18;Ibague;Mensajeria;776
2019-02-18;Ibague;Paquetes 1-2;412
2019-02-18;Ibague;Paqueteo 3-5;148
2019-02-18;Manizales;Mercancia;7458
2019-02-18;Manizales;Mensajeria;451
2019-02-18;Manizales;Paquetes 1-2;303
2019-02-18;Manizales;Paqueteo 3-5;148
2019-02-18;Medellin;Mercancia;62329
2019-02-18;Medellin;Paquetes 1-2;17871
2019-02-18;Medellin;Mensajeria;8526
2019-02-18;Medellin;Paqueteo 3-5;6669
2019-02-18;Pasto;Mercancia;898
2019-02-18;Pasto;Mensajeria;344
2019-02-18;Pasto;Paquetes 1-2;173
2019-02-18;Pasto;Paqueteo 3-5;37
2019-02-18;Pereira;Mercancia;11245
2019-02-18;Pereira;Mensajeria;1642
2019-02-18;Pereira;Paquetes 1-2;1156
2019-02-18;Pereira;Paqueteo 3-5;259
2019-02-18;Sincelejo;Mercancia;1796
2019-02-18;Sincelejo;Mensajeria;1266
2019-02-18;Sincelejo;Paquetes 1-2;620
2019-02-18;Sincelejo;Paqueteo 3-5;317
2019-02-18;Turbaco;Mercancia;6741
2019-02-18;Turbaco;Mensajeria;1266
2019-02-18;Turbaco;Paquetes 1-2;599
2019-02-18;Turbaco;Paqueteo 3-5;229
2019-02-18;Yumbo;Mercancia;44329
2019-02-18;Yumbo;Mensajeria;4451
2019-02-18;Yumbo;Paquetes 1-2;4364
2019-02-18;Yumbo;Paqueteo 3-5;1494
2019-02-11;Barranquilla;Mercancia;14309
2019-02-11;Barranquilla;Mensajeria;2464
2019-02-11;Barranquilla;Paquetes 1-2;2142
2019-02-11;Barranquilla;Paqueteo 3-5;932
2019-02-11;Bogota;Mercancia;139228
2019-02-11;Bogota;Paquetes 1-2;19919
2019-02-11;Bogota;Mensajeria;12561
2019-02-11;Bogota;Paqueteo 3-5;6782
2019-02-11;Bosconia;Mercancia;665
2019-02-11;Bosconia;Mensajeria;298
2019-02-11;Bosconia;Paquetes 1-2;128
2019-02-11;Bosconia;Paqueteo 3-5;65
2019-02-11;Bucaramanga;Mercancia;4145
2019-02-11;Bucaramanga;Mensajeria;1601
2019-02-11;Bucaramanga;Paquetes 1-2;1162
2019-02-11;Bucaramanga;Paqueteo 3-5;551
2019-02-11;Cienaga;Mercancia;884
2019-02-11;Cienaga;Mensajeria;322
2019-02-11;Cienaga;Paquetes 1-2;154
2019-02-11;Cienaga;Paqueteo 3-5;75
2019-02-11;Cucuta;Paquetes 1-2;1622
2019-02-11;Cucuta;Mercancia;1396
2019-02-11;Cucuta;Mensajeria;419
2019-02-11;Cucuta;Paqueteo 3-5;314
2019-02-11;Ibague;Mercancia;3113
2019-02-11;Ibague;Mensajeria;793
2019-02-11;Ibague;Paquetes 1-2;419
2019-02-11;Ibague;Paqueteo 3-5;281
2019-02-11;Manizales;Mercancia;7231
2019-02-11;Manizales;Mensajeria;483
2019-02-11;Manizales;Paqueteo 3-5;315
2019-02-11;Manizales;Paquetes 1-2;313
2019-02-11;Medellin;Mercancia;62294
2019-02-11;Medellin;Paquetes 1-2;19026
2019-02-11;Medellin;Mensajeria;9037
2019-02-11;Medellin;Paqueteo 3-5;6851
2019-02-11;Pasto;Mercancia;847
2019-02-11;Pasto;Mensajeria;362
2019-02-11;Pasto;Paquetes 1-2;152
2019-02-11;Pasto;Paqueteo 3-5;76
2019-02-11;Pereira;Mercancia;10567
2019-02-11;Pereira;Mensajeria;1704
2019-02-11;Pereira;Paquetes 1-2;1167
2019-02-11;Pereira;Paqueteo 3-5;294
2019-02-11;Sincelejo;Mercancia;2158
2019-02-11;Sincelejo;Mensajeria;1120
2019-02-11;Sincelejo;Paquetes 1-2;586
2019-02-11;Sincelejo;Paqueteo 3-5;274
2019-02-11;Turbaco;Mercancia;7778
2019-02-11;Turbaco;Mensajeria;1272
2019-02-11;Turbaco;Paquetes 1-2;538
2019-02-11;Turbaco;Paqueteo 3-5;252
2019-02-11;Yumbo;Mercancia;42158
2019-02-11;Yumbo;Mensajeria;4712
2019-02-11;Yumbo;Paquetes 1-2;4123
2019-02-11;Yumbo;Paqueteo 3-5;1371
2019-02-04;Barranquilla;Mercancia;10951
2019-02-04;Barranquilla;Mensajeria;3635
2019-02-04;Barranquilla;Paquetes 1-2;2125
2019-02-04;Barranquilla;Paqueteo 3-5;1167
2019-02-04;Bogota;Mercancia;137313
2019-02-04;Bogota;Paquetes 1-2;22753
2019-02-04;Bogota;Mensajeria;12703
2019-02-04;Bogota;Paqueteo 3-5;6468
2019-02-04;Bosconia;Mercancia;503
2019-02-04;Bosconia;Mensajeria;368
2019-02-04;Bosconia;Paquetes 1-2;142
2019-02-04;Bosconia;Paqueteo 3-5;48
2019-02-04;Bucaramanga;Mercancia;4161
2019-02-04;Bucaramanga;Mensajeria;1584
2019-02-04;Bucaramanga;Paquetes 1-2;1198
2019-02-04;Bucaramanga;Paqueteo 3-5;572
2019-02-04;Cienaga;Mercancia;852
2019-02-04;Cienaga;Mensajeria;490
2019-02-04;Cienaga;Paquetes 1-2;213
2019-02-04;Cienaga;Paqueteo 3-5;107
2019-02-04;Cucuta;Paquetes 1-2;1454
2019-02-04;Cucuta;Mercancia;1206
2019-02-04;Cucuta;Mensajeria;385
2019-02-04;Cucuta;Paqueteo 3-5;249
2019-02-04;Ibague;Mercancia;2753
2019-02-04;Ibague;Mensajeria;854
2019-02-04;Ibague;Paquetes 1-2;397
2019-02-04;Ibague;Paqueteo 3-5;149
2019-02-04;Manizales;Mercancia;7347
2019-02-04;Manizales;Mensajeria;509
2019-02-04;Manizales;Paqueteo 3-5;460
2019-02-04;Manizales;Paquetes 1-2;267
2019-02-04;Medellin;Mercancia;66021
2019-02-04;Medellin;Paquetes 1-2;19403
2019-02-04;Medellin;Mensajeria;8938
2019-02-04;Medellin;Paqueteo 3-5;6541
2019-02-04;Pasto;Mercancia;741
2019-02-04;Pasto;Mensajeria;349
2019-02-04;Pasto;Paquetes 1-2;174
2019-02-04;Pasto;Paqueteo 3-5;63
2019-02-04;Pereira;Mercancia;11056
2019-02-04;Pereira;Mensajeria;1688
2019-02-04;Pereira;Paquetes 1-2;1202
2019-02-04;Pereira;Paqueteo 3-5;301
2019-02-04;Sincelejo;Mercancia;1984
2019-02-04;Sincelejo;Mensajeria;1186
2019-02-04;Sincelejo;Paquetes 1-2;562
2019-02-04;Sincelejo;Paqueteo 3-5;262
2019-02-04;Turbaco;Mercancia;6455
2019-02-04;Turbaco;Mensajeria;1382
2019-02-04;Turbaco;Paquetes 1-2;574
2019-02-04;Turbaco;Paqueteo 3-5;243
2019-02-04;Yumbo;Mercancia;39567
2019-02-04;Yumbo;Mensajeria;4474
2019-02-04;Yumbo;Paquetes 1-2;4228
2019-02-04;Yumbo;Paqueteo 3-5;1375
2019-01-28;Barranquilla;Mercancia;8957
2019-01-28;Barranquilla;Paquetes 1-2;2221
2019-01-28;Barranquilla;Mensajeria;1915
2019-01-28;Barranquilla;Paqueteo 3-5;798
2019-01-28;Bogota;Mercancia;127789
2019-01-28;Bogota;Paquetes 1-2;23429
2019-01-28;Bogota;Mensajeria;9398
2019-01-28;Bogota;Paqueteo 3-5;6809
2019-01-28;Bosconia;Mercancia;610
2019-01-28;Bosconia;Mensajeria;379
2019-01-28;Bosconia;Paquetes 1-2;131
2019-01-28;Bosconia;Paqueteo 3-5;69
2019-01-28;Bucaramanga;Mercancia;3806
2019-01-28;Bucaramanga;Mensajeria;1758
2019-01-28;Bucaramanga;Paquetes 1-2;1166
2019-01-28;Bucaramanga;Paqueteo 3-5;550
2019-01-28;Cienaga;Mercancia;928
2019-01-28;Cienaga;Mensajeria;455
2019-01-28;Cienaga;Paquetes 1-2;175
2019-01-28;Cienaga;Paqueteo 3-5;94
2019-01-28;Cucuta;Mercancia;1417
2019-01-28;Cucuta;Paquetes 1-2;1224
2019-01-28;Cucuta;Mensajeria;401
2019-01-28;Cucuta;Paqueteo 3-5;246
2019-01-28;Ibague;Mercancia;2753
2019-01-28;Ibague;Mensajeria;792
2019-01-28;Ibague;Paquetes 1-2;408
2019-01-28;Ibague;Paqueteo 3-5;163
2019-01-28;Manizales;Mercancia;7801
2019-01-28;Manizales;Mensajeria;412
2019-01-28;Manizales;Paquetes 1-2;330
2019-01-28;Manizales;Paqueteo 3-5;283
2019-01-28;Medellin;Mercancia;63967
2019-01-28;Medellin;Paquetes 1-2;20402
2019-01-28;Medellin;Mensajeria;8422
2019-01-28;Medellin;Paqueteo 3-5;7396
2019-01-28;Pasto;Mercancia;954
2019-01-28;Pasto;Mensajeria;364
2019-01-28;Pasto;Paquetes 1-2;192
2019-01-28;Pasto;Paqueteo 3-5;61
2019-01-28;Pereira;Mercancia;11285
2019-01-28;Pereira;Mensajeria;1484
2019-01-28;Pereira;Paquetes 1-2;1049
2019-01-28;Pereira;Paqueteo 3-5;293
2019-01-28;Sincelejo;Mercancia;1717
2019-01-28;Sincelejo;Mensajeria;1167
2019-01-28;Sincelejo;Paquetes 1-2;544
2019-01-28;Sincelejo;Paqueteo 3-5;285
2019-01-28;Turbaco;Mercancia;4359
2019-01-28;Turbaco;Mensajeria;1088
2019-01-28;Turbaco;Paquetes 1-2;565
2019-01-28;Turbaco;Paqueteo 3-5;233
2019-01-28;Yumbo;Mercancia;38339
2019-01-28;Yumbo;Mensajeria;4413
2019-01-28;Yumbo;Paquetes 1-2;4196
2019-01-28;Yumbo;Paqueteo 3-5;1406
2019-01-21;Barranquilla;Mercancia;9466
2019-01-21;Barranquilla;Mensajeria;2532
2019-01-21;Barranquilla;Paquetes 1-2;2290
2019-01-21;Barranquilla;Paqueteo 3-5;892
2019-01-21;Bogota;Mercancia;135577
2019-01-21;Bogota;Paquetes 1-2;24260
2019-01-21;Bogota;Mensajeria;11546
2019-01-21;Bogota;Paqueteo 3-5;7276
2019-01-21;Bosconia;Mercancia;581
2019-01-21;Bosconia;Mensajeria;332
2019-01-21;Bosconia;Paquetes 1-2;136
2019-01-21;Bosconia;Paqueteo 3-5;59
2019-01-21;Bucaramanga;Mercancia;3714
2019-01-21;Bucaramanga;Mensajeria;1408
2019-01-21;Bucaramanga;Paquetes 1-2;1186
2019-01-21;Bucaramanga;Paqueteo 3-5;488
2019-01-21;Cienaga;Mercancia;676
2019-01-21;Cienaga;Mensajeria;299
2019-01-21;Cienaga;Paquetes 1-2;175
2019-01-21;Cienaga;Paqueteo 3-5;54
2019-01-21;Cucuta;Mercancia;1420
2019-01-21;Cucuta;Paquetes 1-2;779
2019-01-21;Cucuta;Mensajeria;357
2019-01-21;Cucuta;Paqueteo 3-5;202
2019-01-21;Ibague;Mercancia;3106
2019-01-21;Ibague;Mensajeria;728
2019-01-21;Ibague;Paquetes 1-2;419
2019-01-21;Ibague;Paqueteo 3-5;146
2019-01-21;Manizales;Mercancia;13619
2019-01-21;Manizales;Mensajeria;475
2019-01-21;Manizales;Paquetes 1-2;334
2019-01-21;Manizales;Paqueteo 3-5;299
2019-01-21;Medellin;Mercancia;66058
2019-01-21;Medellin;Paquetes 1-2;17909
2019-01-21;Medellin;Mensajeria;8576
2019-01-21;Medellin;Paqueteo 3-5;7609
2019-01-21;Pasto;Mercancia;696
2019-01-21;Pasto;Mensajeria;403
2019-01-21;Pasto;Paquetes 1-2;194
2019-01-21;Pasto;Paqueteo 3-5;75
2019-01-21;Pereira;Mercancia;11624
2019-01-21;Pereira;Mensajeria;1491
2019-01-21;Pereira;Paquetes 1-2;1118
2019-01-21;Pereira;Paqueteo 3-5;298
2019-01-21;Sincelejo;Mercancia;1673
2019-01-21;Sincelejo;Mensajeria;1055
2019-01-21;Sincelejo;Paquetes 1-2;587
2019-01-21;Sincelejo;Paqueteo 3-5;280
2019-01-21;Turbaco;Mercancia;6781
2019-01-21;Turbaco;Mensajeria;1293
2019-01-21;Turbaco;Paquetes 1-2;668
2019-01-21;Turbaco;Paqueteo 3-5;181
2019-01-21;Yumbo;Mercancia;45322
2019-01-21;Yumbo;Mensajeria;4469
2019-01-21;Yumbo;Paquetes 1-2;4021
2019-01-21;Yumbo;Paqueteo 3-5;1368
2019-01-14;Barranquilla;Mercancia;11193
2019-01-14;Barranquilla;Mensajeria;2200
2019-01-14;Barranquilla;Paquetes 1-2;2185
2019-01-14;Barranquilla;Paqueteo 3-5;863
2019-01-14;Bogota;Mercancia;128381
2019-01-14;Bogota;Paquetes 1-2;22531
2019-01-14;Bogota;Mensajeria;10617
2019-01-14;Bogota;Paqueteo 3-5;6581
2019-01-14;Bosconia;Mercancia;798
2019-01-14;Bosconia;Mensajeria;299
2019-01-14;Bosconia;Paquetes 1-2;104
2019-01-14;Bosconia;Paqueteo 3-5;52
2019-01-14;Bucaramanga;Mercancia;3294
2019-01-14;Bucaramanga;Mensajeria;1433
2019-01-14;Bucaramanga;Paquetes 1-2;1176
2019-01-14;Bucaramanga;Paqueteo 3-5;561
2019-01-14;Cienaga;Mercancia;698
2019-01-14;Cienaga;Mensajeria;331
2019-01-14;Cienaga;Paquetes 1-2;200
2019-01-14;Cienaga;Paqueteo 3-5;70
2019-01-14;Cucuta;Mercancia;1739
2019-01-14;Cucuta;Paquetes 1-2;946
2019-01-14;Cucuta;Mensajeria;350
2019-01-14;Cucuta;Paqueteo 3-5;191
2019-01-14;Ibague;Mercancia;2864
2019-01-14;Ibague;Mensajeria;679
2019-01-14;Ibague;Paquetes 1-2;401
2019-01-14;Ibague;Paqueteo 3-5;131
2019-01-14;Manizales;Mercancia;11955
2019-01-14;Manizales;Mensajeria;479
2019-01-14;Manizales;Paquetes 1-2;314
2019-01-14;Manizales;Paqueteo 3-5;242
2019-01-14;Medellin;Mercancia;62107
2019-01-14;Medellin;Paquetes 1-2;18446
2019-01-14;Medellin;Paqueteo 3-5;8324
2019-01-14;Medellin;Mensajeria;7884
2019-01-14;Pasto;Mercancia;839
2019-01-14;Pasto;Mensajeria;386
2019-01-14;Pasto;Paquetes 1-2;162
2019-01-14;Pasto;Paqueteo 3-5;67
2019-01-14;Pereira;Mercancia;10905
2019-01-14;Pereira;Mensajeria;1473
2019-01-14;Pereira;Paquetes 1-2;1172
2019-01-14;Pereira;Paqueteo 3-5;285
2019-01-14;Sincelejo;Mercancia;1455
2019-01-14;Sincelejo;Mensajeria;1168
2019-01-14;Sincelejo;Paquetes 1-2;520
2019-01-14;Sincelejo;Paqueteo 3-5;254
2019-01-14;Turbaco;Mercancia;8904
2019-01-14;Turbaco;Mensajeria;1376
2019-01-14;Turbaco;Paquetes 1-2;589
2019-01-14;Turbaco;Paqueteo 3-5;299
2019-01-14;Yumbo;Mercancia;55199
2019-01-14;Yumbo;Mensajeria;4490
